tarjetaId,ultimosCuatroDigitos,tipoTarjeta,limiteCredito,fechaVencimiento,bloqueada,intentosFallidos,redesContactadas,fechaEmision,banco
TJ-0573,7840,debito,27809.94,2028-03-04,false,2,Amex,2018-06-03,BAC
TJ-0574,9205,credito,15923.03,2026-11-01,false,0,Mastercard,2018-07-06,G&T Continental
TJ-0575,7924,credito,21805.98,2029-04-11,false,2,Amex|Visa,2020-01-23,Banrural
TJ-0576,8835,credito,11271.6,2025-06-09,false,0,Visa|Mastercard,2023-07-23,HSBC
TJ-0577,4357,debito,15966.33,2025-03-03,false,0,Mastercard|Visa,2018-07-04,BAC
TJ-0578,7473,credito,4216.15,2027-04-12,false,0,Visa,2020-08-18,Citibank
TJ-0579,8458,prepago,15869.61,2024-07-12,false,2,Visa|Amex,2020-08-08,Citibank
TJ-0580,8606,credito,33189.89,2029-06-26,false,1,Amex,2023-11-12,Davivienda
TJ-0581,8437,debito,21752.45,2028-11-28,false,1,Visa,2023-08-11,Davivienda
TJ-0582,2252,credito,39701.86,2024-12-10,false,2,Amex,2023-02-13,G&T Continental
TJ-0583,9301,debito,12016.41,2027-01-31,true,8,Amex,2020-11-01,Citibank
TJ-0584,9213,debito,46540.24,2024-12-12,false,2,Amex|Visa,2021-02-23,Banrural
TJ-0585,1501,debito,48130.18,2028-07-07,false,1,Visa,2019-03-15,Citibank
TJ-0586,6226,prepago,17241.13,2026-02-28,false,2,Amex,2021-08-25,Industrial
TJ-0587,3297,credito,18723.16,2027-02-16,false,1,Visa,2020-01-19,Davivienda
TJ-0588,6180,debito,2523.74,2028-08-08,true,6,Mastercard|Amex,2018-02-04,G&T Continental
TJ-0589,8671,prepago,4660.47,2027-12-25,false,0,Amex|Mastercard,2020-02-01,BAC
TJ-0590,6674,debito,34439.63,2027-11-27,false,2,Visa|Mastercard,2020-12-29,HSBC
TJ-0591,1590,debito,38183.39,2029-10-15,false,2,Mastercard|Amex,2023-08-24,G&T Continental
TJ-0592,3218,credito,38352.01,2024-05-08,false,2,Mastercard,2019-07-27,BAC
TJ-0593,1354,prepago,16207.43,2024-10-05,false,0,Mastercard,2022-07-07,Banrural
TJ-0594,7013,prepago,25097.28,2024-03-04,false,1,Visa,2021-06-26,Banistmo
TJ-0595,2340,prepago,21503.49,2027-01-24,false,0,Visa|Mastercard,2021-05-16,Davivienda
TJ-0596,5239,prepago,27882.09,2029-04-09,true,4,Visa,2019-04-27,Davivienda
TJ-0597,1225,credito,12867.19,2027-08-29,false,1,Amex,2021-03-14,HSBC
TJ-0598,1477,debito,12969.42,2027-06-15,false,1,Amex|Mastercard,2020-11-16,BAC
TJ-0599,1934,debito,40106.65,2026-07-21,false,2,Mastercard,2022-12-17,G&T Continental
TJ-0600,3635,debito,23888.69,2027-03-03,false,2,Visa,2020-02-24,BAC
TJ-0601,7979,debito,13007.99,2026-10-10,true,4,Mastercard|Amex,2022-03-03,Banrural
TJ-0602,3043,credito,23722.1,2024-11-26,false,1,Visa,2020-10-03,HSBC
TJ-0603,8541,debito,10692.71,2025-09-25,false,1,Amex|Mastercard,2021-04-27,BAC
TJ-0604,6416,credito,19617.18,2027-07-15,false,0,Visa,2019-05-21,Banrural
TJ-0605,5224,credito,32212.39,2025-04-10,false,2,Amex,2019-07-18,BAC
TJ-0606,9008,credito,13144.48,2028-07-04,false,2,Visa,2018-05-16,Citibank
TJ-0607,3892,credito,48910.77,2027-06-20,false,1,Amex,2022-10-03,Davivienda
TJ-0608,5003,prepago,37951.9,2026-03-30,false,2,Amex|Visa,2021-07-18,Banistmo
TJ-0609,7706,credito,48202.71,2027-07-04,true,7,Amex|Visa,2022-08-20,Banrural
TJ-0610,6397,debito,11273.06,2027-07-21,false,2,Mastercard,2023-12-11,G&T Continental
TJ-0611,7041,credito,27159.02,2027-01-09,false,2,Visa|Amex,2020-02-24,G&T Continental
TJ-0612,7069,prepago,12269.5,2027-11-25,false,2,Amex,2020-04-24,Citibank
TJ-0613,3808,prepago,26375.71,2027-10-08,false,0,Mastercard|Visa,2023-07-30,Banrural
TJ-0614,8390,credito,18674.9,2027-04-22,false,0,Visa|Mastercard,2023-04-23,Davivienda
TJ-0615,5146,debito,39151.64,2027-01-25,false,2,Mastercard|Visa,2018-05-19,HSBC
TJ-0616,1866,credito,22303.29,2028-05-02,false,2,Mastercard,2021-05-04,Banistmo
TJ-0617,8495,debito,40505.14,2026-05-01,false,1,Amex|Visa,2021-12-11,HSBC
TJ-0618,7223,credito,29557.67,2025-07-26,false,0,Mastercard,2018-04-10,Davivienda
TJ-0619,6905,debito,40681.48,2027-12-21,false,2,Amex,2022-11-18,BAC
TJ-0620,8112,credito,29101.73,2026-06-30,true,5,Mastercard|Visa,2022-12-09,G&T Continental
TJ-0621,3229,debito,33753.01,2025-03-02,false,2,Mastercard|Visa,2019-05-25,Banistmo
TJ-0622,4565,credito,19214.91,2026-08-04,false,2,Visa|Mastercard,2020-12-31,G&T Continental
TJ-0623,6857,credito,34598.27,2026-09-21,false,1,Mastercard,2020-12-19,Banistmo
TJ-0624,6507,debito,30620.35,2027-12-22,false,2,Mastercard|Visa,2019-12-11,Davivienda
TJ-0625,2789,debito,35771.9,2027-03-25,false,2,Mastercard,2019-03-13,Industrial
TJ-0626,3376,prepago,14713.12,2024-04-06,false,0,Amex,2020-05-04,Banistmo
TJ-0627,3119,debito,19985.68,2029-03-05,false,1,Amex|Visa,2021-02-07,BAC
TJ-0628,7380,debito,33525.22,2025-02-10,false,0,Amex,2022-03-28,Industrial
TJ-0629,3011,credito,18160.54,2025-07-10,false,2,Amex,2019-10-26,BAC
TJ-0630,5783,prepago,32185.11,2027-12-31,false,0,Mastercard,2022-09-17,Davivienda
TJ-0631,5471,credito,11107.62,2026-05-10,false,1,Visa|Amex,2023-02-15,Industrial
TJ-0632,3182,prepago,22582.83,2026-06-03,false,2,Amex|Visa,2018-11-23,Citibank
TJ-0633,1195,credito,19588.42,2029-06-28,true,10,Visa,2020-11-20,Industrial
TJ-0634,5118,prepago,26574.33,2028-04-16,false,1,Mastercard,2018-10-07,Citibank
TJ-0635,8805,credito,6458.54,2024-04-17,false,1,Visa,2020-03-07,Banrural
TJ-0636,4636,credito,33598.02,2028-01-20,false,0,Amex|Visa,2020-08-12,Davivienda
TJ-0637,4731,credito,49137.87,2029-05-05,false,0,Visa|Mastercard,2023-10-20,Citibank
TJ-0638,3619,prepago,34826.11,2028-03-08,true,3,Mastercard,2018-03-17,BAC
TJ-0639,8734,credito,9468.25,2029-05-10,false,0,Visa,2023-11-10,HSBC
TJ-0640,5019,prepago,49802.34,2027-08-17,false,2,Visa|Amex,2020-08-18,Industrial
TJ-0641,6371,prepago,45439.72,2029-10-14,true,10,Visa|Mastercard,2022-01-17,Davivienda
TJ-0642,1484,credito,9200.15,2024-02-26,false,2,Mastercard,2018-01-13,HSBC
TJ-0643,8616,debito,1577.57,2027-02-19,false,0,Visa,2018-07-12,Davivienda
TJ-0644,9949,debito,25187.62,2027-12-02,false,2,Mastercard|Amex,2021-10-16,BAC
TJ-0645,2588,debito,17427.64,2027-04-30,false,2,Visa|Amex,2022-05-20,Banistmo
TJ-0646,7444,credito,22820.34,2029-08-16,false,1,Visa|Amex,2021-03-25,G&T Continental
TJ-0647,4702,prepago,28118.68,2027-08-19,true,3,Mastercard|Visa,2019-03-11,Davivienda
TJ-0648,5272,prepago,10475.56,2027-04-26,false,2,Amex,2021-03-19,Banrural
TJ-0649,7187,debito,13564.07,2024-05-17,false,1,Amex|Mastercard,2023-12-23,Citibank
TJ-0650,2234,credito,3675.47,2028-11-23,false,1,Mastercard,2021-04-01,Banrural
TJ-0651,4869,prepago,29374.12,2027-07-22,false,0,Mastercard|Visa,2018-10-24,G&T Continental
TJ-0652,4485,credito,22126.85,2026-12-25,false,1,Mastercard,2020-10-08,Davivienda
TJ-0653,5430,debito,1134.4,2024-06-09,false,1,Mastercard,2021-11-12,Banrural
TJ-0654,8324,debito,20301.7,2025-12-31,false,1,Visa,2020-06-22,G&T Continental
TJ-0655,4413,debito,39039.41,2025-04-27,false,0,Mastercard|Amex,2020-01-27,Banrural
TJ-0656,5082,credito,2316.33,2027-10-30,false,1,Amex|Visa,2022-02-13,Industrial
TJ-0657,5996,credito,17680.54,2028-05-09,false,1,Visa,2018-01-04,Citibank
TJ-0658,9809,credito,20955.95,2024-07-08,false,2,Visa,2020-04-08,HSBC
TJ-0659,5028,prepago,20877.45,2026-02-13,true,5,Mastercard|Amex,2022-12-23,Davivienda
TJ-0660,1452,prepago,25418.42,2024-06-27,false,1,Visa,2023-08-05,HSBC
TJ-0661,2627,debito,39571.79,2026-10-10,false,1,Visa,2021-02-11,Banrural
TJ-0662,8998,debito,44695.12,2027-03-08,false,0,Amex|Mastercard,2018-12-04,Banistmo
TJ-0663,8510,debito,10136.47,2024-11-20,false,1,Amex|Mastercard,2021-05-18,BAC
TJ-0664,5177,debito,41833.66,2028-11-25,false,1,Amex,2019-09-04,HSBC
TJ-0665,9183,debito,4286.36,2025-11-28,false,1,Visa|Amex,2020-10-23,Banrural
TJ-0666,9243,prepago,24036.17,2028-09-09,false,0,Amex|Visa,2018-12-03,G&T Continental
TJ-0667,4584,prepago,43606.43,2029-11-16,false,0,Mastercard,2018-04-08,BAC
TJ-0668,3013,credito,43197.12,2025-07-21,false,2,Mastercard,2021-01-23,HSBC
TJ-0669,6752,debito,23215.59,2029-06-01,false,0,Amex|Mastercard,2019-03-29,Davivienda
TJ-0670,7223,debito,1346.25,2027-07-16,false,1,Amex,2018-12-13,Banrural
TJ-0671,6080,debito,22568.39,2028-06-29,false,1,Mastercard|Amex,2023-04-25,Banistmo
TJ-0672,5123,debito,48660.57,2024-07-10,false,2,Visa|Amex,2023-08-11,Citibank
TJ-0673,3288,prepago,22353.73,2027-09-11,false,1,Visa,2023-07-05,Citibank
TJ-0674,9802,prepago,25260.29,2025-07-04,true,10,Mastercard,2022-01-16,HSBC
TJ-0675,3322,credito,1242.4,2024-11-11,false,2,Amex|Visa,2022-08-24,G&T Continental
TJ-0676,9785,debito,39398.18,2026-08-08,false,2,Amex|Mastercard,2018-05-23,BAC
TJ-0677,8847,credito,15959.21,2028-11-03,false,0,Visa,2019-10-27,Banrural
TJ-0678,1911,credito,5359.14,2026-02-16,false,2,Visa,2018-03-23,Banrural
TJ-0679,2835,prepago,13879.41,2024-03-28,true,9,Mastercard|Amex,2021-11-06,Davivienda
TJ-0680,3186,prepago,15187.93,2025-09-20,false,2,Visa|Mastercard,2018-11-03,HSBC
TJ-0681,8495,debito,17975.66,2029-11-13,false,0,Visa|Mastercard,2020-03-29,Davivienda
TJ-0682,2458,prepago,12835.26,2027-11-30,false,1,Amex|Mastercard,2020-10-10,Industrial
TJ-0683,9890,prepago,40475.08,2027-12-26,false,2,Amex|Mastercard,2018-10-07,Davivienda
TJ-0684,3307,debito,47282.99,2028-05-04,false,0,Amex,2019-03-31,Banistmo
TJ-0685,7956,prepago,16019.42,2029-04-11,false,1,Amex,2020-03-13,Banistmo
TJ-0686,9792,debito,7732.02,2029-11-21,false,1,Mastercard,2023-02-18,Industrial
TJ-0687,1796,credito,40819.99,2024-01-17,false,0,Visa|Amex,2021-07-05,G&T Continental
TJ-0688,4078,prepago,47800.27,2029-02-03,false,0,Visa,2019-05-24,Citibank
TJ-0689,1679,prepago,14426.79,2027-12-12,false,2,Visa|Mastercard,2021-01-13,Banistmo
TJ-0690,3465,credito,5598.67,2027-10-10,false,1,Visa|Amex,2020-05-18,Citibank
TJ-0691,3550,debito,10241.92,2025-06-22,true,9,Mastercard,2020-09-12,Banrural
TJ-0692,1237,credito,3629.06,2029-07-18,false,1,Amex|Mastercard,2018-09-26,HSBC
TJ-0693,2004,credito,44323.13,2029-12-07,false,1,Mastercard,2018-07-21,Davivienda
TJ-0694,1237,prepago,30412.2,2026-10-07,false,0,Amex,2023-03-23,BAC
TJ-0695,5420,credito,15811.72,2026-04-08,false,0,Amex,2018-02-19,Davivienda
TJ-0696,3849,credito,34206.24,2026-09-16,false,0,Mastercard|Visa,2023-06-29,Banistmo
TJ-0697,5214,debito,20494.01,2028-11-27,false,0,Mastercard|Amex,2020-07-11,Citibank
TJ-0698,2748,debito,23939.48,2025-02-02,false,0,Mastercard|Amex,2019-03-10,Citibank
TJ-0699,5047,prepago,11640.63,2025-06-06,false,2,Visa|Mastercard,2018-07-28,G&T Continental
TJ-0700,6664,credito,46753.14,2025-02-06,false,0,Visa|Amex,2018-07-27,Banistmo
TJ-0701,9840,prepago,32557.67,2027-09-15,false,2,Mastercard,2023-01-03,Davivienda
TJ-0702,2144,credito,30548.04,2024-06-26,false,0,Visa|Amex,2019-08-30,Davivienda
TJ-0703,4971,prepago,35144.06,2028-01-25,false,1,Amex|Visa,2021-03-24,G&T Continental
TJ-0704,2467,debito,47080.21,2026-02-04,true,5,Amex,2022-05-23,Citibank
TJ-0705,1751,credito,36139.93,2026-10-26,false,0,Mastercard|Visa,2022-05-26,HSBC
TJ-0706,4444,credito,37688.69,2028-09-09,false,2,Mastercard,2019-08-27,G&T Continental
TJ-0707,1122,prepago,3762.35,2025-09-07,false,0,Mastercard|Visa,2021-07-31,G&T Continental
TJ-0708,1769,prepago,25856.28,2028-12-31,false,2,Amex|Mastercard,2019-03-12,BAC
TJ-0709,4576,credito,27479.94,2028-03-04,false,0,Visa,2018-06-28,BAC
TJ-0710,7930,credito,32072.68,2025-07-29,false,1,Amex|Mastercard,2023-01-01,Citibank
TJ-0711,7056,prepago,21246.21,2029-05-17,false,0,Mastercard|Visa,2020-09-15,HSBC
TJ-0712,7900,prepago,11613.31,2026-01-22,false,2,Mastercard|Amex,2022-08-20,HSBC
TJ-0713,2065,debito,15537.63,2028-08-09,false,2,Mastercard,2019-05-11,Davivienda
TJ-0714,4342,debito,48670.5,2024-10-05,false,2,Visa|Mastercard,2022-06-10,Banistmo
TJ-0715,6913,prepago,21011.02,2028-08-13,false,0,Amex,2020-07-25,Industrial
TJ-0716,6157,credito,9934.58,2028-06-06,false,2,Amex|Mastercard,2019-07-27,Banrural
TJ-0717,3617,credito,48567.34,2025-06-07,true,8,Amex,2020-12-23,Citibank
TJ-0718,7033,prepago,10700.05,2025-06-18,false,0,Mastercard|Amex,2018-07-04,HSBC
TJ-0719,3358,debito,16037.36,2024-08-23,true,5,Visa|Amex,2020-06-22,Davivienda
TJ-0720,3338,credito,1790.91,2026-03-31,false,1,Mastercard,2020-02-19,G&T Continental
TJ-0721,7050,credito,5260.51,2027-06-05,false,2,Visa|Mastercard,2018-04-15,Davivienda
TJ-0722,6380,credito,30569.41,2029-03-31,false,2,Amex,2021-04-19,Davivienda
TJ-0723,1393,credito,47593.32,2028-11-30,false,2,Mastercard,2021-05-27,Banistmo
TJ-0724,7424,debito,30770.74,2026-06-28,false,1,Amex,2021-06-20,Industrial
TJ-0725,9283,credito,44061.02,2027-12-29,false,2,Amex,2021-09-01,Citibank
TJ-0726,6475,prepago,21931.51,2029-05-06,false,0,Mastercard|Visa,2020-05-13,G&T Continental
TJ-0727,3602,debito,13007.33,2027-05-30,false,2,Amex|Visa,2023-04-24,BAC
TJ-0728,5431,debito,9664.95,2026-09-13,false,1,Mastercard|Amex,2022-06-18,Banrural
TJ-0729,2640,debito,30375.27,2028-05-01,true,4,Mastercard,2023-10-04,Banistmo
TJ-0730,9993,debito,38129.82,2029-10-30,false,2,Amex|Visa,2021-01-18,HSBC
TJ-0731,5174,credito,37941.67,2028-01-15,false,0,Amex|Mastercard,2022-09-05,Banrural
TJ-0732,5910,debito,3305.45,2026-07-22,false,2,Visa,2020-10-11,BAC
TJ-0733,4123,debito,23976.88,2024-10-06,false,0,Mastercard,2023-07-16,Industrial
TJ-0734,1038,credito,39018.89,2025-10-08,false,0,Visa,2022-04-29,Industrial
TJ-0735,7013,credito,2522.89,2025-09-19,true,6,Mastercard,2019-09-15,Industrial
TJ-0736,4192,credito,40870.74,2028-06-05,true,6,Mastercard,2018-01-20,G&T Continental
TJ-0737,8946,credito,9995.96,2025-05-15,true,9,Visa|Amex,2019-04-06,G&T Continental
TJ-0738,1297,credito,5786.48,2029-02-12,false,1,Mastercard|Visa,2018-02-01,BAC
TJ-0739,2297,debito,19434.69,2027-11-04,false,0,Mastercard,2021-06-19,Industrial
TJ-0740,4583,prepago,45573.86,2029-05-24,false,0,Visa|Mastercard,2021-03-12,Davivienda
TJ-0741,2888,credito,23794.61,2024-08-27,false,2,Visa|Amex,2023-05-31,G&T Continental
TJ-0742,4053,credito,42344.54,2024-08-06,false,0,Amex,2023-10-30,BAC
TJ-0743,9934,prepago,10903.17,2025-04-12,false,0,Visa,2019-04-09,Banistmo
TJ-0744,1206,credito,19358.24,2026-05-29,false,0,Amex|Visa,2020-08-14,G&T Continental
TJ-0745,6739,credito,35858.54,2028-04-23,false,0,Visa|Amex,2019-11-03,Banrural
TJ-0746,2617,debito,23898.8,2027-11-19,false,2,Visa|Amex,2019-11-17,Banistmo
TJ-0747,1435,credito,37715.7,2024-12-07,false,1,Amex|Visa,2019-04-08,Banistmo
TJ-0748,8672,prepago,27313.86,2025-07-09,false,2,Visa,2021-08-03,Banrural
TJ-0749,9309,debito,43858.97,2025-11-24,false,1,Visa|Amex,2019-11-30,G&T Continental
TJ-0750,5896,credito,24683.04,2027-10-16,true,6,Mastercard,2018-02-18,Citibank
TJ-0751,2271,prepago,26573.39,2024-10-31,false,0,Visa|Mastercard,2021-08-13,Citibank
TJ-0752,5250,prepago,16675.59,2027-04-07,true,9,Mastercard|Visa,2020-08-11,Davivienda
TJ-0753,8146,debito,30888.61,2024-07-21,false,2,Amex,2020-07-19,BAC
TJ-0754,7434,debito,33334.09,2024-06-14,false,1,Mastercard,2021-09-04,BAC
TJ-0755,3677,debito,9182.9,2028-12-18,true,6,Amex,2020-02-07,BAC
TJ-0756,9964,credito,7391.37,2028-01-18,true,4,Visa,2018-09-16,Industrial
TJ-0757,7998,credito,42641.76,2029-12-27,false,0,Amex,2018-06-11,Citibank
TJ-0758,5961,credito,20660.26,2024-09-20,true,4,Amex|Mastercard,2023-04-29,Banrural
TJ-0759,8551,credito,33746.37,2027-01-17,false,2,Mastercard|Amex,2023-09-21,Banistmo
TJ-0760,2467,credito,44817.48,2026-11-08,false,0,Amex|Visa,2021-06-15,HSBC
TJ-0761,2314,credito,27578.03,2029-11-04,false,0,Visa,2019-02-13,HSBC
TJ-0762,6493,prepago,20936.84,2028-07-05,false,1,Mastercard|Visa,2021-10-17,G&T Continental
TJ-0763,7538,prepago,2420.38,2029-06-05,false,0,Visa,2023-01-17,Banistmo
TJ-0764,2230,debito,43630.08,2029-03-26,false,0,Visa,2020-04-22,BAC
TJ-0765,6734,credito,15961.35,2029-08-29,false,0,Mastercard|Visa,2021-08-14,Industrial
TJ-0766,1971,prepago,45952.9,2026-01-17,false,2,Amex|Mastercard,2020-08-23,Citibank
TJ-0767,9173,credito,48945.03,2025-12-03,false,2,Visa,2021-10-22,Davivienda
TJ-0768,1260,credito,35301.36,2026-11-10,false,0,Amex,2023-08-23,Banistmo
TJ-0769,4202,prepago,30714.91,2029-12-04,false,1,Mastercard|Amex,2020-12-27,G&T Continental
TJ-0770,5070,prepago,28304.6,2027-07-31,false,2,Amex|Mastercard,2019-06-21,Industrial
TJ-0771,7820,prepago,23244.72,2025-11-11,false,0,Visa|Mastercard,2020-07-13,Industrial
TJ-0772,1048,debito,31907.67,2024-08-19,false,0,Mastercard|Visa,2020-10-03,HSBC
TJ-0773,2911,debito,34866.67,2025-06-29,false,0,Mastercard|Visa,2020-11-12,Citibank
TJ-0774,7809,credito,20656.43,2029-12-03,false,2,Visa|Amex,2020-03-09,Citibank
TJ-0775,5641,debito,14050.88,2028-01-27,false,2,Amex,2021-06-09,Industrial
TJ-0776,5759,credito,5118.58,2025-03-07,false,1,Mastercard|Amex,2021-04-15,Citibank
TJ-0777,5732,credito,38500.15,2024-11-27,false,2,Visa|Mastercard,2022-03-31,Industrial
TJ-0778,7014,credito,8909.58,2025-03-31,false,0,Mastercard|Amex,2019-12-13,HSBC
TJ-0779,5723,credito,29745.16,2029-08-14,false,1,Mastercard,2022-12-12,Industrial
TJ-0780,9655,debito,19358.2,2025-04-29,false,1,Visa,2018-09-08,Davivienda
TJ-0781,2953,debito,19060.61,2024-11-04,false,2,Mastercard,2023-05-21,G&T Continental
TJ-0782,4843,credito,17640.61,2029-03-21,false,2,Mastercard,2021-08-21,Industrial
TJ-0783,1421,prepago,25655.43,2025-07-28,false,1,Mastercard|Visa,2023-05-14,Banistmo
TJ-0784,6055,credito,37494.08,2024-10-17,false,1,Visa|Mastercard,2022-09-20,Banistmo
TJ-0785,1433,debito,40641.13,2028-08-19,true,6,Mastercard|Visa,2019-08-26,Banrural
TJ-0786,9045,prepago,47831.85,2024-05-31,false,1,Visa|Mastercard,2018-11-14,HSBC
TJ-0787,6734,prepago,1440.45,2025-03-16,false,0,Visa|Amex,2020-02-22,Banrural
TJ-0788,1026,debito,38315.45,2026-02-05,false,1,Amex,2022-08-30,Industrial
TJ-0789,2848,credito,3943.82,2028-05-20,false,0,Amex|Mastercard,2019-08-01,Citibank
TJ-0790,8570,prepago,20356.45,2028-04-08,true,10,Visa|Amex,2018-09-10,Banrural
TJ-0791,5559,debito,7684.33,2028-05-25,false,0,Visa|Mastercard,2019-11-26,Industrial
TJ-0792,9736,debito,4318.76,2027-12-20,false,2,Visa|Mastercard,2021-01-24,Davivienda
TJ-0793,8709,prepago,22404.02,2029-06-29,false,2,Amex,2020-07-29,BAC
TJ-0794,9174,debito,29164.29,2029-12-29,false,0,Mastercard|Amex,2018-03-06,Davivienda
TJ-0795,2633,credito,19079.62,2026-06-13,false,2,Amex|Visa,2021-07-20,BAC
TJ-0796,4766,prepago,3728.07,2026-08-26,false,1,Amex|Visa,2019-07-01,Citibank
TJ-0797,7714,prepago,32003.52,2028-04-18,false,1,Amex,2022-09-13,Industrial
TJ-0798,8667,debito,1837.46,2029-06-14,false,1,Visa,2018-12-23,BAC
TJ-0799,5767,credito,20081.57,2025-07-14,true,9,Amex|Mastercard,2019-03-02,BAC
TJ-0800,3140,debito,17916.39,2027-04-16,false,0,Amex|Visa,2021-08-10,Banistmo
