clienteId,transaccionId,fecha,canal,ipOrigen
CL-0907,TX-00907,2023-04-01,app_movil,149.194.112.105
CL-0908,TX-00908,2023-12-26,ATM,72.216.5.69
CL-0909,TX-00909,2023-09-29,ATM,43.1.212.120
CL-0910,TX-00910,2024-10-29,transferencia,184.238.96.155
CL-0911,TX-00911,2023-11-27,transferencia,38.116.255.230
CL-0912,TX-00912,2024-04-28,online,60.82.7.131
CL-0913,TX-00913,2023-03-15,ATM,118.123.48.13
CL-0914,TX-00914,2023-11-24,POS,99.137.175.115
CL-0915,TX-00915,2024-04-20,transferencia,210.216.0.55
CL-0916,TX-00916,2024-03-30,POS,148.32.75.91
CL-0917,TX-00917,2023-05-14,POS,20.188.14.100
CL-0918,TX-00918,2024-12-31,app_movil,94.172.18.235
CL-0919,TX-00919,2024-05-22,online,117.214.144.15
CL-0920,TX-00920,2024-09-28,app_movil,148.120.65.212
CL-0921,TX-00921,2023-12-03,transferencia,73.32.229.72
CL-0922,TX-00922,2023-07-19,transferencia,172.167.223.102
CL-0923,TX-00923,2023-04-21,online,168.18.123.118
CL-0924,TX-00924,2024-04-08,ATM,118.189.129.147
CL-0925,TX-00925,2024-09-11,ATM,192.103.139.234
CL-0926,TX-00926,2024-08-14,online,96.124.38.209
CL-0927,TX-00927,2024-05-20,app_movil,106.220.19.65
CL-0928,TX-00928,2023-03-14,ATM,82.35.149.161
CL-0929,TX-00929,2023-08-07,ATM,77.77.140.87
CL-0930,TX-00930,2024-03-09,app_movil,49.113.19.118
CL-0931,TX-00931,2023-01-21,POS,75.80.99.245
CL-0932,TX-00932,2024-09-17,transferencia,38.29.220.216
CL-0933,TX-00933,2024-04-20,transferencia,201.214.77.161
CL-0934,TX-00934,2024-10-29,ATM,114.124.191.62
CL-0935,TX-00935,2023-08-09,transferencia,189.151.55.147
CL-0936,TX-00936,2024-04-23,ATM,105.104.231.149
CL-0937,TX-00937,2024-01-30,app_movil,78.45.84.119
CL-0938,TX-00938,2023-11-21,transferencia,149.165.100.209
CL-0939,TX-00939,2023-07-31,online,17.192.155.235
CL-0940,TX-00940,2024-09-09,POS,78.86.185.160
CL-0941,TX-00941,2023-10-02,online,66.119.5.99
CL-0942,TX-00942,2023-11-20,transferencia,175.168.46.29
CL-0943,TX-00943,2024-11-16,app_movil,131.240.249.64
CL-0944,TX-00944,2024-05-19,transferencia,195.241.154.221
CL-0945,TX-00945,2024-02-28,app_movil,40.71.138.122
CL-0946,TX-00946,2024-07-08,POS,119.203.142.72
CL-0947,TX-00947,2023-04-02,POS,29.234.145.199
CL-0948,TX-00948,2023-04-18,POS,117.168.122.170
CL-0949,TX-00949,2024-02-17,POS,187.175.106.26
CL-0950,TX-00950,2023-10-04,POS,13.30.14.171
CL-0951,TX-00951,2024-01-16,POS,194.152.83.82
CL-0952,TX-00952,2024-10-19,app_movil,70.55.217.147
CL-0953,TX-00953,2024-08-25,app_movil,83.171.51.171
CL-0954,TX-00954,2024-03-19,POS,114.223.204.214
CL-0955,TX-00955,2024-09-18,ATM,196.51.74.14
CL-0956,TX-00956,2024-05-11,ATM,176.221.240.207
CL-0957,TX-00957,2024-04-18,app_movil,136.218.234.132
CL-0958,TX-00958,2023-01-01,online,117.68.168.210
CL-0959,TX-00959,2023-03-05,app_movil,47.208.147.164
CL-0960,TX-00960,2023-02-21,POS,1.213.100.47
CL-0961,TX-00961,2024-04-15,POS,185.210.35.9
CL-0962,TX-00962,2024-08-10,POS,81.90.129.193
CL-0963,TX-00963,2024-08-31,app_movil,102.227.99.121
CL-0964,TX-00964,2024-02-01,POS,187.158.246.180
CL-0965,TX-00965,2023-06-02,transferencia,210.178.158.145
CL-0966,TX-00966,2024-07-08,transferencia,3.128.64.205
CL-0967,TX-00967,2024-05-31,transferencia,12.101.16.91
CL-0968,TX-00968,2024-02-06,transferencia,144.73.154.95
CL-0969,TX-00969,2023-07-11,app_movil,99.40.82.129
CL-0970,TX-00970,2023-03-08,POS,132.6.163.140
CL-0971,TX-00971,2023-01-17,online,174.252.134.0
CL-0972,TX-00972,2023-06-05,ATM,119.20.41.197
CL-0973,TX-00973,2024-06-18,online,122.191.159.54
CL-0974,TX-00974,2023-10-28,ATM,191.125.177.171
CL-0975,TX-00975,2023-05-02,transferencia,146.85.36.1
CL-0976,TX-00976,2024-11-17,online,60.221.158.99
CL-0977,TX-00977,2023-08-30,online,190.47.140.188
CL-0978,TX-00978,2024-09-17,ATM,58.203.203.45
CL-0979,TX-00979,2024-08-17,POS,182.54.176.42
CL-0980,TX-00980,2024-03-18,app_movil,10.84.78.17
CL-0981,TX-00981,2024-07-13,POS,209.164.164.43
CL-0982,TX-00982,2023-06-09,ATM,173.217.199.196
CL-0983,TX-00983,2023-06-14,POS,94.184.125.20
CL-0984,TX-00984,2024-03-12,POS,204.22.114.116
CL-0985,TX-00985,2023-10-26,transferencia,97.100.146.140
CL-0986,TX-00986,2023-04-16,app_movil,5.140.116.125
CL-0987,TX-00987,2023-01-03,transferencia,7.152.138.102
CL-0988,TX-00988,2023-12-19,POS,12.40.173.87
CL-0989,TX-00989,2024-05-06,POS,158.131.231.202
CL-0990,TX-00990,2023-10-19,online,152.35.8.183
CL-0991,TX-00991,2024-06-16,ATM,47.220.192.76
CL-0992,TX-00992,2023-07-02,transferencia,12.234.254.151
CL-0993,TX-00993,2023-04-13,app_movil,21.61.5.167
CL-0994,TX-00994,2023-07-05,online,86.205.214.12
CL-0995,TX-00995,2024-02-18,POS,132.33.13.194
CL-0996,TX-00996,2024-05-12,ATM,25.224.174.110
CL-0997,TX-00997,2024-11-26,online,203.2.69.181
CL-0998,TX-00998,2024-01-15,transferencia,131.184.127.79
CL-0999,TX-00999,2024-10-10,ATM,83.116.206.1
CL-1000,TX-01000,2023-10-11,online,139.124.128.49
CL-0001,TX-01001,2024-01-07,POS,51.63.190.247
CL-0002,TX-01002,2024-05-31,ATM,44.115.78.178
CL-0003,TX-01003,2023-06-20,POS,94.100.79.105
CL-0004,TX-01004,2023-09-15,ATM,129.168.144.25
CL-0005,TX-01005,2024-05-09,transferencia,43.35.36.253
CL-0006,TX-01006,2024-05-17,app_movil,82.15.177.149
CL-0007,TX-01007,2024-12-08,POS,195.166.236.132
CL-0008,TX-01008,2023-06-24,POS,155.94.114.197
CL-0009,TX-01009,2023-07-11,transferencia,64.57.145.172
CL-0010,TX-01010,2024-04-07,ATM,20.173.66.212
CL-0011,TX-01011,2024-06-02,ATM,135.219.243.45
CL-0012,TX-01012,2024-07-05,transferencia,157.194.151.146
CL-0013,TX-01013,2024-02-23,ATM,131.94.43.18
CL-0014,TX-01014,2023-05-19,POS,204.176.226.63
CL-0015,TX-01015,2023-10-20,ATM,88.98.27.128
CL-0016,TX-01016,2024-07-11,online,209.41.155.197
CL-0017,TX-01017,2024-03-26,app_movil,196.243.128.32
CL-0018,TX-01018,2024-12-07,POS,18.78.54.153
CL-0019,TX-01019,2024-07-17,ATM,98.20.91.212
CL-0020,TX-01020,2023-08-17,ATM,208.155.224.148
CL-0021,TX-01021,2024-01-08,online,11.28.226.215
CL-0022,TX-01022,2023-12-07,app_movil,187.23.232.23
CL-0023,TX-01023,2024-07-08,ATM,192.46.36.66
CL-0024,TX-01024,2023-05-15,app_movil,15.12.31.128
CL-0025,TX-01025,2024-07-26,transferencia,113.241.24.255
CL-0026,TX-01026,2024-10-29,app_movil,99.136.245.188
CL-0027,TX-01027,2024-11-04,POS,78.213.42.142
CL-0028,TX-01028,2024-01-26,ATM,214.246.12.82
CL-0029,TX-01029,2023-07-09,app_movil,165.10.223.69
CL-0030,TX-01030,2024-10-28,POS,160.96.159.161
CL-0031,TX-01031,2024-10-28,transferencia,99.192.153.46
CL-0032,TX-01032,2024-09-20,POS,152.238.198.253
CL-0033,TX-01033,2024-09-21,ATM,85.9.145.191
CL-0034,TX-01034,2024-06-15,transferencia,79.181.246.166
CL-0035,TX-01035,2023-10-17,POS,52.152.209.119
CL-0036,TX-01036,2023-09-08,ATM,72.18.220.221
CL-0037,TX-01037,2024-07-25,transferencia,2.203.135.164
CL-0038,TX-01038,2024-05-14,online,61.62.109.141
CL-0039,TX-01039,2024-12-28,ATM,145.50.29.83
CL-0040,TX-01040,2023-08-18,ATM,200.27.202.128
CL-0041,TX-01041,2023-02-26,POS,130.145.57.242
CL-0042,TX-01042,2024-08-28,online,92.49.141.155
CL-0043,TX-01043,2023-09-25,online,39.224.102.110
CL-0044,TX-01044,2024-04-28,POS,184.221.144.220
CL-0045,TX-01045,2024-01-31,ATM,187.161.159.62
CL-0046,TX-01046,2024-12-03,POS,120.155.130.15
CL-0047,TX-01047,2023-01-18,transferencia,175.54.120.150
CL-0048,TX-01048,2024-07-18,app_movil,95.66.31.195
CL-0049,TX-01049,2023-08-12,transferencia,62.193.238.141
CL-0050,TX-01050,2023-06-21,online,168.21.2.99
CL-0051,TX-01051,2023-12-19,transferencia,202.63.48.157
CL-0052,TX-01052,2023-07-05,POS,47.46.158.14
CL-0053,TX-01053,2024-10-29,ATM,104.91.3.166
CL-0054,TX-01054,2024-08-02,POS,184.64.183.62
CL-0055,TX-01055,2023-03-18,POS,135.116.184.223
CL-0056,TX-01056,2023-08-30,app_movil,112.56.115.37
CL-0057,TX-01057,2023-06-10,app_movil,190.97.152.207
CL-0058,TX-01058,2023-07-29,transferencia,179.36.92.44
CL-0059,TX-01059,2024-02-16,ATM,50.203.252.2
CL-0060,TX-01060,2024-08-13,POS,28.81.55.10
CL-0061,TX-01061,2023-12-13,POS,145.147.64.216
CL-0062,TX-01062,2023-07-27,POS,214.111.115.7
CL-0063,TX-01063,2024-05-04,ATM,134.236.87.248
CL-0064,TX-01064,2023-08-31,app_movil,166.69.34.193
CL-0065,TX-01065,2024-01-06,ATM,153.162.116.154
CL-0066,TX-01066,2024-05-31,POS,88.144.223.191
CL-0067,TX-01067,2023-05-26,transferencia,125.126.102.59
CL-0068,TX-01068,2024-06-15,POS,161.145.128.171
CL-0069,TX-01069,2023-01-19,online,72.110.44.132
CL-0070,TX-01070,2024-11-22,online,11.98.168.46
CL-0071,TX-01071,2023-04-11,online,101.124.88.232
CL-0072,TX-01072,2024-01-20,ATM,209.238.215.155
CL-0073,TX-01073,2023-01-17,transferencia,195.13.122.3
CL-0074,TX-01074,2023-12-18,online,171.14.174.4
CL-0075,TX-01075,2023-12-29,app_movil,97.107.52.187
CL-0076,TX-01076,2023-05-29,app_movil,215.83.31.135
CL-0077,TX-01077,2024-11-21,online,213.121.217.109
CL-0078,TX-01078,2023-06-18,transferencia,28.41.202.175
CL-0079,TX-01079,2023-01-31,transferencia,196.188.165.99
CL-0080,TX-01080,2024-01-21,online,123.230.180.104
CL-0081,TX-01081,2024-04-25,ATM,34.95.159.68
CL-0082,TX-01082,2023-10-31,online,147.119.252.6
CL-0083,TX-01083,2024-10-05,transferencia,68.53.233.70
CL-0084,TX-01084,2023-07-20,transferencia,156.230.152.200
CL-0085,TX-01085,2024-12-05,online,104.100.17.181
CL-0086,TX-01086,2024-09-16,POS,85.204.235.114
CL-0087,TX-01087,2024-06-18,online,212.82.70.218
CL-0088,TX-01088,2023-07-22,app_movil,53.37.191.69
CL-0089,TX-01089,2023-01-14,app_movil,220.38.240.210
CL-0090,TX-01090,2023-03-24,online,79.54.15.151
CL-0091,TX-01091,2024-08-12,ATM,45.117.96.105
CL-0092,TX-01092,2024-02-02,online,105.159.15.100
CL-0093,TX-01093,2023-06-18,online,198.133.21.146
CL-0094,TX-01094,2024-09-17,ATM,193.206.202.60
CL-0095,TX-01095,2024-07-10,POS,91.40.188.55
CL-0096,TX-01096,2023-05-20,online,125.151.92.52
CL-0097,TX-01097,2024-05-06,online,15.52.113.238
CL-0098,TX-01098,2023-02-18,online,99.7.182.87
CL-0099,TX-01099,2023-11-10,POS,60.170.86.190
CL-0100,TX-01100,2023-01-16,ATM,160.228.171.135
CL-0101,TX-01101,2023-05-28,transferencia,66.121.50.225
CL-0102,TX-01102,2024-11-23,POS,49.182.4.59
CL-0103,TX-01103,2024-11-19,ATM,34.234.99.87
CL-0104,TX-01104,2023-05-06,online,42.23.140.47
CL-0105,TX-01105,2023-07-10,transferencia,54.49.220.10
CL-0106,TX-01106,2024-03-19,POS,22.69.132.124
CL-0107,TX-01107,2023-08-21,transferencia,76.229.221.34
CL-0108,TX-01108,2024-05-01,POS,9.142.78.202
CL-0109,TX-01109,2023-05-06,POS,57.214.166.80
CL-0110,TX-01110,2023-02-05,app_movil,21.5.152.229
CL-0111,TX-01111,2023-10-12,online,187.224.129.32
CL-0112,TX-01112,2024-04-10,POS,52.61.132.58
CL-0113,TX-01113,2024-12-09,online,168.151.84.202
CL-0114,TX-01114,2024-09-14,online,112.153.195.193
CL-0115,TX-01115,2024-02-23,transferencia,200.100.242.6
CL-0116,TX-01116,2023-02-13,online,171.44.36.0
CL-0117,TX-01117,2023-11-25,POS,168.241.67.49
CL-0118,TX-01118,2023-11-12,online,176.70.51.23
CL-0119,TX-01119,2024-06-03,ATM,64.61.167.196
CL-0120,TX-01120,2024-10-04,app_movil,62.212.107.156
CL-0121,TX-01121,2023-07-10,POS,29.221.206.55
CL-0122,TX-01122,2023-08-09,app_movil,148.83.72.170
CL-0123,TX-01123,2023-09-27,ATM,35.202.212.186
CL-0124,TX-01124,2024-03-23,app_movil,36.108.43.243
CL-0125,TX-01125,2023-10-21,POS,119.164.210.229
CL-0126,TX-01126,2024-05-08,ATM,117.107.172.144
CL-0127,TX-01127,2023-11-28,online,55.127.149.232
CL-0128,TX-01128,2023-04-11,app_movil,99.228.61.7
CL-0129,TX-01129,2023-08-25,transferencia,186.183.249.253
CL-0130,TX-01130,2024-07-15,transferencia,33.88.190.122
CL-0131,TX-01131,2023-04-17,online,38.125.228.174
CL-0132,TX-01132,2023-09-28,transferencia,124.82.251.53
CL-0133,TX-01133,2023-10-19,POS,91.156.26.92
CL-0134,TX-01134,2023-07-30,ATM,4.59.122.245
CL-0135,TX-01135,2024-03-20,transferencia,132.235.105.210
CL-0136,TX-01136,2023-03-29,ATM,215.65.234.169
CL-0137,TX-01137,2023-01-08,transferencia,170.219.225.172
CL-0138,TX-01138,2023-08-24,POS,31.235.86.210
CL-0139,TX-01139,2023-09-19,app_movil,219.108.187.93
CL-0140,TX-01140,2023-07-28,app_movil,16.127.54.144
CL-0141,TX-01141,2024-12-13,ATM,87.242.242.51
CL-0142,TX-01142,2024-11-05,online,58.200.245.88
CL-0143,TX-01143,2023-06-29,transferencia,65.146.124.62
CL-0144,TX-01144,2023-09-08,app_movil,21.131.28.11
CL-0145,TX-01145,2023-01-14,app_movil,174.89.136.22
CL-0146,TX-01146,2024-12-08,POS,26.113.232.220
CL-0147,TX-01147,2023-09-12,POS,221.121.150.77
CL-0148,TX-01148,2024-11-16,POS,23.13.235.254
CL-0149,TX-01149,2024-10-11,transferencia,80.196.61.160
CL-0150,TX-01150,2024-10-23,ATM,47.86.74.245
CL-0151,TX-01151,2023-11-21,transferencia,65.234.64.248
CL-0152,TX-01152,2023-06-28,ATM,80.125.24.255
CL-0153,TX-01153,2024-11-26,transferencia,209.147.46.123
CL-0154,TX-01154,2024-12-12,ATM,162.134.135.30
CL-0155,TX-01155,2023-02-08,transferencia,60.197.230.129
CL-0156,TX-01156,2023-01-01,POS,161.74.79.149
CL-0157,TX-01157,2023-07-26,ATM,42.157.232.145
CL-0158,TX-01158,2024-02-17,app_movil,75.158.28.152
CL-0159,TX-01159,2024-05-06,transferencia,39.59.146.244
CL-0160,TX-01160,2024-03-01,app_movil,69.95.107.204
CL-0161,TX-01161,2023-09-03,online,150.240.23.17
CL-0162,TX-01162,2024-04-30,POS,26.88.41.19
CL-0163,TX-01163,2024-03-01,online,10.178.230.73
CL-0164,TX-01164,2024-01-16,app_movil,5.222.155.202
CL-0165,TX-01165,2023-12-17,transferencia,73.19.189.251
CL-0166,TX-01166,2024-12-05,transferencia,132.242.97.244
CL-0167,TX-01167,2024-11-28,app_movil,122.154.16.54
CL-0168,TX-01168,2024-07-08,ATM,61.200.123.111
CL-0169,TX-01169,2023-05-14,transferencia,160.160.144.32
CL-0170,TX-01170,2023-03-05,online,162.157.77.125
CL-0171,TX-01171,2024-08-24,ATM,27.79.155.44
CL-0172,TX-01172,2023-08-28,POS,5.119.106.174
CL-0173,TX-01173,2023-08-17,ATM,69.135.104.61
CL-0174,TX-01174,2023-09-19,POS,11.28.124.238
CL-0175,TX-01175,2024-01-20,transferencia,139.208.212.180
CL-0176,TX-01176,2024-08-30,app_movil,140.132.89.252
CL-0177,TX-01177,2023-07-31,transferencia,107.194.230.27
CL-0178,TX-01178,2024-04-27,online,50.93.255.225
CL-0179,TX-01179,2024-02-18,online,77.15.155.237
CL-0180,TX-01180,2023-08-06,app_movil,171.116.199.216
CL-0181,TX-01181,2024-05-22,POS,132.147.224.210
CL-0182,TX-01182,2023-12-12,app_movil,43.243.148.101
CL-0183,TX-01183,2024-02-19,online,91.114.188.140
CL-0184,TX-01184,2024-11-21,app_movil,55.218.178.93
CL-0185,TX-01185,2023-01-22,POS,176.42.160.236
CL-0186,TX-01186,2024-12-20,online,73.213.143.174
CL-0187,TX-01187,2024-02-01,ATM,86.151.228.95
CL-0188,TX-01188,2023-01-18,online,125.226.54.15
CL-0189,TX-01189,2023-07-19,ATM,142.228.166.139
CL-0190,TX-01190,2024-03-21,online,158.161.201.67
CL-0191,TX-01191,2024-12-02,transferencia,4.89.252.191
CL-0192,TX-01192,2023-04-21,transferencia,10.141.249.60
CL-0193,TX-01193,2023-09-24,ATM,202.60.176.9
CL-0194,TX-01194,2023-09-04,app_movil,18.34.188.235
CL-0195,TX-01195,2024-09-13,ATM,181.156.207.4
CL-0196,TX-01196,2023-03-13,online,20.211.40.55
CL-0197,TX-01197,2024-03-26,online,17.244.238.207
CL-0198,TX-01198,2024-02-15,POS,189.0.80.129
CL-0199,TX-01199,2023-08-03,ATM,112.153.189.8
CL-0200,TX-01200,2023-03-17,transferencia,192.167.241.157
CL-0201,TX-01201,2024-02-13,POS,132.216.197.105
CL-0202,TX-01202,2024-08-16,app_movil,78.44.27.197
CL-0203,TX-01203,2024-01-28,ATM,179.83.88.162
CL-0204,TX-01204,2024-04-07,app_movil,185.198.93.23
CL-0205,TX-01205,2023-09-28,POS,201.87.61.235
CL-0206,TX-01206,2023-11-02,transferencia,59.201.89.254
CL-0207,TX-01207,2023-10-13,transferencia,168.250.34.4
CL-0208,TX-01208,2024-07-13,app_movil,28.103.19.190
CL-0209,TX-01209,2023-01-09,transferencia,35.178.217.69
CL-0210,TX-01210,2023-11-01,ATM,67.167.73.127
CL-0211,TX-01211,2024-09-30,POS,10.2.121.39
CL-0212,TX-01212,2023-07-10,online,103.68.254.131
CL-0213,TX-01213,2023-06-04,online,35.2.48.235
CL-0214,TX-01214,2024-10-26,transferencia,185.248.233.209
CL-0215,TX-01215,2023-04-03,POS,106.210.145.233
CL-0216,TX-01216,2023-09-02,online,61.157.125.177
CL-0217,TX-01217,2024-06-19,POS,39.165.8.101
CL-0218,TX-01218,2024-01-17,POS,39.176.74.28
CL-0219,TX-01219,2023-07-15,app_movil,135.48.51.32
CL-0220,TX-01220,2023-11-27,transferencia,71.13.160.141
CL-0221,TX-01221,2024-11-23,app_movil,40.66.213.225
CL-0222,TX-01222,2024-02-17,app_movil,155.19.62.173
CL-0223,TX-01223,2023-08-27,transferencia,123.94.154.73
CL-0224,TX-01224,2023-07-22,transferencia,100.167.70.72
CL-0225,TX-01225,2023-01-28,transferencia,95.203.249.57
CL-0226,TX-01226,2023-02-01,online,55.160.219.95
CL-0227,TX-01227,2024-07-30,online,68.105.129.110
CL-0228,TX-01228,2023-06-24,POS,41.165.74.78
CL-0229,TX-01229,2024-06-27,POS,91.242.78.91
CL-0230,TX-01230,2023-01-25,ATM,135.119.230.87
CL-0231,TX-01231,2024-01-30,POS,143.57.98.114
CL-0232,TX-01232,2024-03-04,app_movil,2.237.38.123
CL-0233,TX-01233,2023-07-12,transferencia,55.91.159.197
CL-0234,TX-01234,2023-05-06,online,28.82.254.86
CL-0235,TX-01235,2024-04-18,online,163.186.245.59
CL-0236,TX-01236,2024-05-06,POS,183.34.173.242
CL-0237,TX-01237,2023-12-03,ATM,106.60.9.126
CL-0238,TX-01238,2023-10-02,ATM,2.25.85.10
CL-0239,TX-01239,2024-11-15,app_movil,27.187.210.121
CL-0240,TX-01240,2023-10-16,online,95.185.125.178
CL-0241,TX-01241,2024-05-13,online,151.53.224.125
CL-0242,TX-01242,2024-10-11,online,48.71.25.114
CL-0243,TX-01243,2023-03-07,online,75.0.85.201
CL-0244,TX-01244,2024-02-26,transferencia,32.146.238.139
CL-0245,TX-01245,2024-09-08,online,114.16.101.149
CL-0246,TX-01246,2023-11-04,transferencia,29.163.70.116
CL-0247,TX-01247,2023-07-04,online,107.208.97.123
CL-0248,TX-01248,2024-10-24,transferencia,137.135.35.219
CL-0249,TX-01249,2024-12-29,ATM,171.242.22.43
CL-0250,TX-01250,2023-02-14,ATM,3.246.87.58
CL-0251,TX-01251,2024-01-19,transferencia,185.146.185.167
CL-0252,TX-01252,2023-12-21,ATM,220.131.11.93
CL-0253,TX-01253,2023-05-15,app_movil,22.57.62.154
CL-0254,TX-01254,2023-12-24,app_movil,173.143.226.27
CL-0255,TX-01255,2023-01-02,app_movil,52.80.232.109
CL-0256,TX-01256,2024-09-02,app_movil,94.106.117.208
CL-0257,TX-01257,2023-11-25,ATM,221.22.45.114
CL-0258,TX-01258,2023-04-21,ATM,186.144.157.80
CL-0259,TX-01259,2023-12-17,transferencia,109.5.192.105
CL-0260,TX-01260,2024-10-11,POS,101.81.193.236
CL-0261,TX-01261,2023-05-26,transferencia,72.226.36.28
CL-0262,TX-01262,2024-01-27,online,133.39.113.221
CL-0263,TX-01263,2023-12-20,app_movil,12.54.215.145
CL-0264,TX-01264,2024-09-08,ATM,94.190.233.48
CL-0265,TX-01265,2023-03-23,POS,68.37.19.65
CL-0266,TX-01266,2023-07-11,app_movil,178.187.57.118
CL-0267,TX-01267,2023-12-15,POS,133.40.63.129
CL-0268,TX-01268,2024-11-29,app_movil,169.122.237.191
CL-0269,TX-01269,2024-08-25,app_movil,178.158.43.12
CL-0270,TX-01270,2023-12-16,POS,92.239.20.220
CL-0271,TX-01271,2023-08-03,app_movil,77.62.183.151
CL-0272,TX-01272,2024-01-01,transferencia,12.219.104.67
CL-0273,TX-01273,2024-11-11,transferencia,121.198.24.4
CL-0274,TX-01274,2024-08-22,ATM,171.137.232.85
CL-0275,TX-01275,2024-02-13,ATM,84.116.41.192
CL-0276,TX-01276,2023-02-12,app_movil,24.14.110.189
CL-0277,TX-01277,2023-08-30,online,31.52.117.19
CL-0278,TX-01278,2024-11-19,transferencia,89.192.241.137
CL-0279,TX-01279,2023-07-04,ATM,196.196.46.141
CL-0280,TX-01280,2023-05-09,transferencia,165.191.97.133
CL-0281,TX-01281,2023-10-09,app_movil,4.213.144.52
CL-0282,TX-01282,2024-03-29,transferencia,212.116.192.246
CL-0283,TX-01283,2024-12-02,POS,40.27.77.91
CL-0284,TX-01284,2023-03-23,POS,213.77.27.184
CL-0285,TX-01285,2024-08-05,POS,26.152.129.46
CL-0286,TX-01286,2024-01-28,app_movil,60.186.162.33
CL-0287,TX-01287,2023-10-31,POS,5.78.22.39
CL-0288,TX-01288,2023-11-04,app_movil,170.126.90.180
CL-0289,TX-01289,2023-02-19,app_movil,167.63.166.10
CL-0290,TX-01290,2024-06-25,ATM,117.51.98.106
CL-0291,TX-01291,2023-02-10,online,208.248.190.104
CL-0292,TX-01292,2024-04-27,POS,116.70.58.205
CL-0293,TX-01293,2023-03-04,POS,10.99.237.250
CL-0294,TX-01294,2024-10-06,app_movil,201.8.19.73
CL-0295,TX-01295,2023-08-19,POS,129.117.48.177
CL-0296,TX-01296,2023-10-14,online,74.23.242.216
CL-0297,TX-01297,2024-09-25,POS,122.103.206.167
CL-0298,TX-01298,2024-02-16,app_movil,19.56.80.34
CL-0299,TX-01299,2023-08-08,transferencia,135.89.201.78
CL-0300,TX-01300,2024-04-19,transferencia,28.248.202.157
CL-0301,TX-01301,2023-09-26,app_movil,110.102.105.228
CL-0302,TX-01302,2024-12-29,transferencia,16.74.190.149
CL-0303,TX-01303,2024-04-27,ATM,39.226.126.93
CL-0304,TX-01304,2023-12-24,ATM,172.238.36.108
CL-0305,TX-01305,2024-12-02,ATM,75.16.193.161
CL-0306,TX-01306,2024-07-20,POS,29.111.224.244
CL-0307,TX-01307,2024-12-12,transferencia,93.173.129.147
CL-0308,TX-01308,2024-12-19,transferencia,95.65.117.177
CL-0309,TX-01309,2024-04-20,online,68.130.161.146
CL-0310,TX-01310,2024-02-19,ATM,163.47.89.186
CL-0311,TX-01311,2024-03-01,POS,145.178.50.204
CL-0312,TX-01312,2024-03-04,ATM,13.54.170.188
CL-0313,TX-01313,2024-02-09,POS,161.225.85.241
CL-0314,TX-01314,2023-11-11,online,174.54.241.11
CL-0315,TX-01315,2024-03-13,online,59.200.135.27
CL-0316,TX-01316,2023-12-18,app_movil,171.143.156.46
CL-0317,TX-01317,2024-08-06,app_movil,45.163.44.144
CL-0318,TX-01318,2024-01-18,ATM,163.73.57.221
CL-0319,TX-01319,2024-11-03,ATM,52.122.142.60
CL-0320,TX-01320,2024-10-23,POS,101.178.42.251
CL-0321,TX-01321,2023-04-10,POS,78.180.133.150
CL-0322,TX-01322,2024-10-28,ATM,162.66.147.215
CL-0323,TX-01323,2023-04-04,transferencia,174.61.225.1
CL-0324,TX-01324,2023-08-24,online,58.103.24.57
CL-0325,TX-01325,2024-11-30,POS,163.220.25.184
CL-0326,TX-01326,2023-03-31,transferencia,24.56.207.54
CL-0327,TX-01327,2024-08-12,ATM,89.238.61.155
CL-0328,TX-01328,2023-07-24,transferencia,200.190.147.243
CL-0329,TX-01329,2023-03-04,ATM,96.13.231.245
CL-0330,TX-01330,2023-09-12,transferencia,125.180.24.6
CL-0331,TX-01331,2024-04-19,online,28.99.230.21
CL-0332,TX-01332,2023-01-22,app_movil,141.156.214.30
CL-0333,TX-01333,2023-05-24,ATM,8.172.19.45
CL-0334,TX-01334,2024-10-15,transferencia,54.253.109.93
CL-0335,TX-01335,2023-02-11,ATM,24.119.119.132
CL-0336,TX-01336,2024-05-03,ATM,1.51.60.98
CL-0337,TX-01337,2023-05-14,ATM,28.200.161.5
CL-0338,TX-01338,2023-01-08,app_movil,86.62.153.130
CL-0339,TX-01339,2024-04-23,online,27.37.154.9
CL-0340,TX-01340,2024-09-17,ATM,200.239.151.6
CL-0341,TX-01341,2023-03-10,POS,163.28.3.223
CL-0342,TX-01342,2023-05-28,ATM,33.191.29.248
CL-0343,TX-01343,2023-12-01,app_movil,215.50.161.197
CL-0344,TX-01344,2024-12-27,app_movil,12.11.60.169
CL-0345,TX-01345,2024-06-14,app_movil,114.59.59.233
CL-0346,TX-01346,2024-03-22,ATM,49.154.240.184
CL-0347,TX-01347,2024-07-07,ATM,42.150.71.153
CL-0348,TX-01348,2024-07-08,online,192.179.133.77
CL-0349,TX-01349,2023-11-13,ATM,197.104.189.16
CL-0350,TX-01350,2023-09-26,online,202.130.75.13
CL-0351,TX-01351,2024-11-20,POS,78.26.49.49
CL-0352,TX-01352,2024-08-13,POS,109.205.243.223
CL-0353,TX-01353,2024-07-27,online,120.146.253.30
CL-0354,TX-01354,2023-05-19,ATM,50.149.115.82
CL-0355,TX-01355,2023-12-13,online,198.38.13.129
CL-0356,TX-01356,2023-10-16,transferencia,151.145.94.17
CL-0357,TX-01357,2023-01-03,online,19.221.175.221
CL-0358,TX-01358,2023-06-20,transferencia,78.160.49.124
CL-0359,TX-01359,2024-02-03,online,11.224.255.70
