transaccionId,comercioId,fecha,metodoPago,montoTotal
TX-01005,CO-0105,2024-05-09,transferencia,39886.06
TX-01006,CO-0106,2024-05-17,app_movil,27589.88
TX-01007,CO-0107,2024-12-08,POS,35475.79
TX-01008,CO-0108,2023-06-24,POS,39098.46
TX-01009,CO-0109,2023-07-11,transferencia,25974.4
TX-01010,CO-0110,2024-04-07,ATM,9471.84
TX-01011,CO-0111,2024-06-02,ATM,31993.33
TX-01012,CO-0112,2024-07-05,transferencia,18365.84
TX-01013,CO-0113,2024-02-23,ATM,33223.0
TX-01014,CO-0114,2023-05-19,POS,18510.92
TX-01015,CO-0115,2023-10-20,ATM,38351.21
TX-01016,CO-0116,2024-07-11,online,42560.69
TX-01017,CO-0117,2024-03-26,app_movil,11826.12
TX-01018,CO-0118,2024-12-07,POS,1560.92
TX-01019,CO-0119,2024-07-17,ATM,46752.17
TX-01020,CO-0120,2023-08-17,ATM,39143.23
TX-01021,CO-0121,2024-01-08,online,34399.76
TX-01022,CO-0122,2023-12-07,app_movil,40323.73
TX-01023,CO-0123,2024-07-08,ATM,7668.06
TX-01024,CO-0124,2023-05-15,app_movil,33833.59
TX-01025,CO-0125,2024-07-26,transferencia,22383.93
TX-01026,CO-0126,2024-10-29,app_movil,29635.14
TX-01027,CO-0127,2024-11-04,POS,47558.86
TX-01028,CO-0128,2024-01-26,ATM,7053.07
TX-01029,CO-0129,2023-07-09,app_movil,15313.38
TX-01030,CO-0130,2024-10-28,POS,12280.87
TX-01031,CO-0131,2024-10-28,transferencia,32570.55
TX-01032,CO-0132,2024-09-20,POS,29067.71
TX-01033,CO-0133,2024-09-21,ATM,26439.61
TX-01034,CO-0134,2024-06-15,transferencia,37987.19
TX-01035,CO-0135,2023-10-17,POS,23024.89
TX-01036,CO-0136,2023-09-08,ATM,20018.7
TX-01037,CO-0137,2024-07-25,transferencia,16691.36
TX-01038,CO-0138,2024-05-14,online,40112.89
TX-01039,CO-0139,2024-12-28,ATM,42945.57
TX-01040,CO-0140,2023-08-18,ATM,39069.11
TX-01041,CO-0141,2023-02-26,POS,46112.53
TX-01042,CO-0142,2024-08-28,online,12042.13
TX-01043,CO-0143,2023-09-25,online,25635.56
TX-01044,CO-0144,2024-04-28,POS,40538.65
TX-01045,CO-0145,2024-01-31,ATM,6160.9
TX-01046,CO-0146,2024-12-03,POS,2872.52
TX-01047,CO-0147,2023-01-18,transferencia,22394.03
TX-01048,CO-0148,2024-07-18,app_movil,26298.88
TX-01049,CO-0149,2023-08-12,transferencia,1218.55
TX-01050,CO-0150,2023-06-21,online,43275.98
TX-01051,CO-0151,2023-12-19,transferencia,494.1
TX-01052,CO-0152,2023-07-05,POS,30102.3
TX-01053,CO-0153,2024-10-29,ATM,9756.47
TX-01054,CO-0154,2024-08-02,POS,1504.66
TX-01055,CO-0155,2023-03-18,POS,15593.69
TX-01056,CO-0156,2023-08-30,app_movil,43266.65
TX-01057,CO-0157,2023-06-10,app_movil,44725.22
TX-01058,CO-0158,2023-07-29,transferencia,369.96
TX-01059,CO-0159,2024-02-16,ATM,1370.85
TX-01060,CO-0160,2024-08-13,POS,15622.34
TX-01061,CO-0161,2023-12-13,POS,33280.46
TX-01062,CO-0162,2023-07-27,POS,19796.34
TX-01063,CO-0163,2024-05-04,ATM,48773.45
TX-01064,CO-0164,2023-08-31,app_movil,16878.32
TX-01065,CO-0165,2024-01-06,ATM,49015.25
TX-01066,CO-0166,2024-05-31,POS,16011.03
TX-01067,CO-0167,2023-05-26,transferencia,5107.56
TX-01068,CO-0168,2024-06-15,POS,15510.9
TX-01069,CO-0169,2023-01-19,online,48254.76
TX-01070,CO-0170,2024-11-22,online,25548.45
TX-01071,CO-0171,2023-04-11,online,8075.22
TX-01072,CO-0172,2024-01-20,ATM,119.51
TX-01073,CO-0173,2023-01-17,transferencia,358.22
TX-01074,CO-0174,2023-12-18,online,22827.31
TX-01075,CO-0175,2023-12-29,app_movil,23663.29
TX-01076,CO-0176,2023-05-29,app_movil,7982.9
TX-01077,CO-0177,2024-11-21,online,36671.09
TX-01078,CO-0178,2023-06-18,transferencia,24956.86
TX-01079,CO-0179,2023-01-31,transferencia,4025.84
TX-01080,CO-0180,2024-01-21,online,14222.42
TX-01081,CO-0181,2024-04-25,ATM,48191.54
TX-01082,CO-0182,2023-10-31,online,10901.96
TX-01083,CO-0183,2024-10-05,transferencia,2496.53
TX-01084,CO-0184,2023-07-20,transferencia,15257.46
TX-01085,CO-0185,2024-12-05,online,40574.41
TX-01086,CO-0186,2024-09-16,POS,47697.21
TX-01087,CO-0187,2024-06-18,online,2843.76
TX-01088,CO-0188,2023-07-22,app_movil,7551.92
TX-01089,CO-0189,2023-01-14,app_movil,39219.77
TX-01090,CO-0190,2023-03-24,online,33040.49
TX-01091,CO-0191,2024-08-12,ATM,27304.02
TX-01092,CO-0192,2024-02-02,online,1588.7
TX-01093,CO-0193,2023-06-18,online,13415.42
TX-01094,CO-0194,2024-09-17,ATM,37759.58
TX-01095,CO-0195,2024-07-10,POS,38044.41
TX-01096,CO-0196,2023-05-20,online,47611.64
TX-01097,CO-0197,2024-05-06,online,20445.57
TX-01098,CO-0198,2023-02-18,online,8486.96
TX-01099,CO-0199,2023-11-10,POS,43347.89
TX-01100,CO-0200,2023-01-16,ATM,23430.67
TX-01101,CO-0201,2023-05-28,transferencia,5999.1
TX-01102,CO-0202,2024-11-23,POS,11928.48
TX-01103,CO-0203,2024-11-19,ATM,12313.28
TX-01104,CO-0204,2023-05-06,online,5899.86
TX-01105,CO-0205,2023-07-10,transferencia,38949.82
TX-01106,CO-0206,2024-03-19,POS,9746.14
TX-01107,CO-0207,2023-08-21,transferencia,40594.65
TX-01108,CO-0208,2024-05-01,POS,21543.99
TX-01109,CO-0209,2023-05-06,POS,43254.64
TX-01110,CO-0210,2023-02-05,app_movil,28936.19
TX-01111,CO-0211,2023-10-12,online,46810.98
TX-01112,CO-0212,2024-04-10,POS,12369.21
TX-01113,CO-0213,2024-12-09,online,5831.15
TX-01114,CO-0214,2024-09-14,online,24772.0
TX-01115,CO-0215,2024-02-23,transferencia,9011.02
TX-01116,CO-0216,2023-02-13,online,24456.48
TX-01117,CO-0217,2023-11-25,POS,20459.44
TX-01118,CO-0218,2023-11-12,online,34264.54
TX-01119,CO-0219,2024-06-03,ATM,47466.75
TX-01120,CO-0220,2024-10-04,app_movil,46631.04
TX-01121,CO-0221,2023-07-10,POS,34038.6
TX-01122,CO-0222,2023-08-09,app_movil,36447.03
TX-01123,CO-0223,2023-09-27,ATM,26281.33
TX-01124,CO-0224,2024-03-23,app_movil,5974.79
TX-01125,CO-0225,2023-10-21,POS,37024.92
TX-01126,CO-0226,2024-05-08,ATM,23068.55
TX-01127,CO-0227,2023-11-28,online,14035.72
TX-01128,CO-0228,2023-04-11,app_movil,3219.91
TX-01129,CO-0229,2023-08-25,transferencia,20232.2
TX-01130,CO-0230,2024-07-15,transferencia,13434.03
TX-01131,CO-0231,2023-04-17,online,25360.05
TX-01132,CO-0232,2023-09-28,transferencia,44502.97
TX-01133,CO-0233,2023-10-19,POS,6501.67
TX-01134,CO-0234,2023-07-30,ATM,3289.44
TX-01135,CO-0235,2024-03-20,transferencia,10884.33
TX-01136,CO-0236,2023-03-29,ATM,4693.5
TX-01137,CO-0237,2023-01-08,transferencia,10079.12
TX-01138,CO-0238,2023-08-24,POS,26237.62
TX-01139,CO-0239,2023-09-19,app_movil,24509.26
TX-01140,CO-0240,2023-07-28,app_movil,40496.41
TX-01141,CO-0241,2024-12-13,ATM,24374.24
TX-01142,CO-0242,2024-11-05,online,44904.67
TX-01143,CO-0243,2023-06-29,transferencia,1718.57
TX-01144,CO-0244,2023-09-08,app_movil,32586.66
TX-01145,CO-0245,2023-01-14,app_movil,22759.28
TX-01146,CO-0246,2024-12-08,POS,8001.61
TX-01147,CO-0247,2023-09-12,POS,34744.77
TX-01148,CO-0248,2024-11-16,POS,26558.98
TX-01149,CO-0249,2024-10-11,transferencia,27006.94
TX-01150,CO-0250,2024-10-23,ATM,39359.49
TX-01151,CO-0251,2023-11-21,transferencia,12503.88
TX-01152,CO-0252,2023-06-28,ATM,47321.64
TX-01153,CO-0253,2024-11-26,transferencia,4965.66
TX-01154,CO-0254,2024-12-12,ATM,49670.01
TX-01155,CO-0255,2023-02-08,transferencia,19291.94
TX-01156,CO-0256,2023-01-01,POS,28072.37
TX-01157,CO-0257,2023-07-26,ATM,49360.98
TX-01158,CO-0258,2024-02-17,app_movil,25194.51
TX-01159,CO-0259,2024-05-06,transferencia,35134.75
TX-01160,CO-0260,2024-03-01,app_movil,1276.44
TX-01161,CO-0261,2023-09-03,online,3322.71
TX-01162,CO-0262,2024-04-30,POS,17993.09
TX-01163,CO-0263,2024-03-01,online,10973.02
TX-01164,CO-0264,2024-01-16,app_movil,41716.75
TX-01165,CO-0265,2023-12-17,transferencia,17683.74
TX-01166,CO-0266,2024-12-05,transferencia,28147.3
TX-01167,CO-0267,2024-11-28,app_movil,26790.8
TX-01168,CO-0268,2024-07-08,ATM,14588.94
TX-01169,CO-0269,2023-05-14,transferencia,1886.2
TX-01170,CO-0270,2023-03-05,online,24831.63
TX-01171,CO-0271,2024-08-24,ATM,16650.0
TX-01172,CO-0272,2023-08-28,POS,178.35
TX-01173,CO-0273,2023-08-17,ATM,14594.71
TX-01174,CO-0274,2023-09-19,POS,10701.4
TX-01175,CO-0275,2024-01-20,transferencia,25630.25
TX-01176,CO-0276,2024-08-30,app_movil,30739.79
TX-01177,CO-0277,2023-07-31,transferencia,31236.03
TX-01178,CO-0278,2024-04-27,online,8331.73
TX-01179,CO-0279,2024-02-18,online,3307.3
TX-01180,CO-0280,2023-08-06,app_movil,26076.15
TX-01181,CO-0281,2024-05-22,POS,45330.31
TX-01182,CO-0282,2023-12-12,app_movil,43573.71
TX-01183,CO-0283,2024-02-19,online,2549.16
TX-01184,CO-0284,2024-11-21,app_movil,20406.93
TX-01185,CO-0285,2023-01-22,POS,18929.53
TX-01186,CO-0286,2024-12-20,online,30045.3
TX-01187,CO-0287,2024-02-01,ATM,37959.77
TX-01188,CO-0288,2023-01-18,online,13150.23
TX-01189,CO-0289,2023-07-19,ATM,1079.66
TX-01190,CO-0290,2024-03-21,online,35224.44
TX-01191,CO-0291,2024-12-02,transferencia,39071.89
TX-01192,CO-0292,2023-04-21,transferencia,1819.5
TX-01193,CO-0293,2023-09-24,ATM,26326.87
TX-01194,CO-0294,2023-09-04,app_movil,45392.14
TX-01195,CO-0295,2024-09-13,ATM,32751.18
TX-01196,CO-0296,2023-03-13,online,10780.28
TX-01197,CO-0297,2024-03-26,online,16183.87
TX-01198,CO-0298,2024-02-15,POS,9285.09
TX-01199,CO-0299,2023-08-03,ATM,19085.69
TX-01200,CO-0300,2023-03-17,transferencia,22108.6
TX-01201,CO-0001,2024-02-13,POS,4961.19
TX-01202,CO-0002,2024-08-16,app_movil,18069.94
TX-01203,CO-0003,2024-01-28,ATM,43515.12
TX-01204,CO-0004,2024-04-07,app_movil,15687.25
TX-01205,CO-0005,2023-09-28,POS,15293.88
TX-01206,CO-0006,2023-11-02,transferencia,13898.74
TX-01207,CO-0007,2023-10-13,transferencia,20190.08
TX-01208,CO-0008,2024-07-13,app_movil,13484.11
TX-01209,CO-0009,2023-01-09,transferencia,30130.16
TX-01210,CO-0010,2023-11-01,ATM,45646.47
TX-01211,CO-0011,2024-09-30,POS,36244.43
TX-01212,CO-0012,2023-07-10,online,23328.58
TX-01213,CO-0013,2023-06-04,online,17186.05
TX-01214,CO-0014,2024-10-26,transferencia,12634.72
TX-01215,CO-0015,2023-04-03,POS,15887.11
TX-01216,CO-0016,2023-09-02,online,39894.37
TX-01217,CO-0017,2024-06-19,POS,15714.16
TX-01218,CO-0018,2024-01-17,POS,32612.19
TX-01219,CO-0019,2023-07-15,app_movil,1479.85
TX-01220,CO-0020,2023-11-27,transferencia,8675.4
TX-01221,CO-0021,2024-11-23,app_movil,38580.61
TX-01222,CO-0022,2024-02-17,app_movil,3361.76
TX-01223,CO-0023,2023-08-27,transferencia,3509.39
TX-01224,CO-0024,2023-07-22,transferencia,12097.09
TX-01225,CO-0025,2023-01-28,transferencia,21074.74
TX-01226,CO-0026,2023-02-01,online,24330.69
TX-01227,CO-0027,2024-07-30,online,40858.12
TX-01228,CO-0028,2023-06-24,POS,23259.22
TX-01229,CO-0029,2024-06-27,POS,8839.9
TX-01230,CO-0030,2023-01-25,ATM,467.5
TX-01231,CO-0031,2024-01-30,POS,12312.3
TX-01232,CO-0032,2024-03-04,app_movil,21321.55
TX-01233,CO-0033,2023-07-12,transferencia,43828.96
TX-01234,CO-0034,2023-05-06,online,47480.26
TX-01235,CO-0035,2024-04-18,online,40078.17
TX-01236,CO-0036,2024-05-06,POS,40541.58
TX-01237,CO-0037,2023-12-03,ATM,11317.75
TX-01238,CO-0038,2023-10-02,ATM,4693.02
TX-01239,CO-0039,2024-11-15,app_movil,20714.31
TX-01240,CO-0040,2023-10-16,online,36570.57
TX-01241,CO-0041,2024-05-13,online,31819.42
TX-01242,CO-0042,2024-10-11,online,10605.4
TX-01243,CO-0043,2023-03-07,online,21480.12
TX-01244,CO-0044,2024-02-26,transferencia,36873.99
TX-01245,CO-0045,2024-09-08,online,2599.47
TX-01246,CO-0046,2023-11-04,transferencia,5735.04
TX-01247,CO-0047,2023-07-04,online,13114.83
TX-01248,CO-0048,2024-10-24,transferencia,43176.31
TX-01249,CO-0049,2024-12-29,ATM,14193.44
TX-01250,CO-0050,2023-02-14,ATM,38237.25
TX-01251,CO-0051,2024-01-19,transferencia,15871.42
TX-01252,CO-0052,2023-12-21,ATM,13029.22
TX-01253,CO-0053,2023-05-15,app_movil,17572.55
TX-01254,CO-0054,2023-12-24,app_movil,4794.61
TX-01255,CO-0055,2023-01-02,app_movil,16416.52
TX-01256,CO-0056,2024-09-02,app_movil,11402.74
TX-01257,CO-0057,2023-11-25,ATM,831.0
TX-01258,CO-0058,2023-04-21,ATM,37711.94
TX-01259,CO-0059,2023-12-17,transferencia,12154.39
TX-01260,CO-0060,2024-10-11,POS,37952.71
TX-01261,CO-0061,2023-05-26,transferencia,43997.78
TX-01262,CO-0062,2024-01-27,online,17316.13
TX-01263,CO-0063,2023-12-20,app_movil,19234.23
TX-01264,CO-0064,2024-09-08,ATM,29718.98
TX-01265,CO-0065,2023-03-23,POS,34105.11
TX-01266,CO-0066,2023-07-11,app_movil,22000.15
TX-01267,CO-0067,2023-12-15,POS,42325.63
TX-01268,CO-0068,2024-11-29,app_movil,9936.86
TX-01269,CO-0069,2024-08-25,app_movil,31561.82
TX-01270,CO-0070,2023-12-16,POS,37686.7
TX-01271,CO-0071,2023-08-03,app_movil,23393.22
TX-01272,CO-0072,2024-01-01,transferencia,25383.64
TX-01273,CO-0073,2024-11-11,transferencia,43535.53
TX-01274,CO-0074,2024-08-22,ATM,12611.64
TX-01275,CO-0075,2024-02-13,ATM,1053.28
TX-01276,CO-0076,2023-02-12,app_movil,30697.74
TX-01277,CO-0077,2023-08-30,online,34106.53
TX-01278,CO-0078,2024-11-19,transferencia,31210.89
TX-01279,CO-0079,2023-07-04,ATM,24419.98
TX-01280,CO-0080,2023-05-09,transferencia,12641.21
TX-01281,CO-0081,2023-10-09,app_movil,33117.74
TX-01282,CO-0082,2024-03-29,transferencia,17334.92
TX-01283,CO-0083,2024-12-02,POS,12405.77
TX-01284,CO-0084,2023-03-23,POS,36828.16
TX-01285,CO-0085,2024-08-05,POS,7925.32
TX-01286,CO-0086,2024-01-28,app_movil,3482.58
TX-01287,CO-0087,2023-10-31,POS,18895.66
TX-01288,CO-0088,2023-11-04,app_movil,10620.87
TX-01289,CO-0089,2023-02-19,app_movil,1916.46
TX-01290,CO-0090,2024-06-25,ATM,45395.28
TX-01291,CO-0091,2023-02-10,online,27173.76
TX-01292,CO-0092,2024-04-27,POS,33038.54
TX-01293,CO-0093,2023-03-04,POS,4760.59
TX-01294,CO-0094,2024-10-06,app_movil,16558.8
TX-01295,CO-0095,2023-08-19,POS,40279.75
TX-01296,CO-0096,2023-10-14,online,29457.63
TX-01297,CO-0097,2024-09-25,POS,38049.96
TX-01298,CO-0098,2024-02-16,app_movil,14124.9
TX-01299,CO-0099,2023-08-08,transferencia,14457.73
TX-01300,CO-0100,2024-04-19,transferencia,8713.12
TX-01301,CO-0101,2023-09-26,app_movil,17482.2
TX-01302,CO-0102,2024-12-29,transferencia,40249.12
TX-01303,CO-0103,2024-04-27,ATM,4042.61
TX-01304,CO-0104,2023-12-24,ATM,9631.03
TX-01305,CO-0105,2024-12-02,ATM,47833.28
TX-01306,CO-0106,2024-07-20,POS,45902.05
TX-01307,CO-0107,2024-12-12,transferencia,21467.62
TX-01308,CO-0108,2024-12-19,transferencia,15136.23
TX-01309,CO-0109,2024-04-20,online,41448.3
TX-01310,CO-0110,2024-02-19,ATM,5359.81
TX-01311,CO-0111,2024-03-01,POS,43605.12
TX-01312,CO-0112,2024-03-04,ATM,16697.95
TX-01313,CO-0113,2024-02-09,POS,38243.83
TX-01314,CO-0114,2023-11-11,online,49605.01
TX-01315,CO-0115,2024-03-13,online,41997.08
TX-01316,CO-0116,2023-12-18,app_movil,48850.5
TX-01317,CO-0117,2024-08-06,app_movil,29151.25
TX-01318,CO-0118,2024-01-18,ATM,41483.08
TX-01319,CO-0119,2024-11-03,ATM,32544.16
TX-01320,CO-0120,2024-10-23,POS,17653.37
TX-01321,CO-0121,2023-04-10,POS,32210.24
TX-01322,CO-0122,2024-10-28,ATM,11187.6
TX-01323,CO-0123,2023-04-04,transferencia,3774.34
TX-01324,CO-0124,2023-08-24,online,34239.4
TX-01325,CO-0125,2024-11-30,POS,6293.99
TX-01326,CO-0126,2023-03-31,transferencia,38199.52
TX-01327,CO-0127,2024-08-12,ATM,48519.32
TX-01328,CO-0128,2023-07-24,transferencia,13160.3
TX-01329,CO-0129,2023-03-04,ATM,21761.58
TX-01330,CO-0130,2023-09-12,transferencia,45957.74
TX-01331,CO-0131,2024-04-19,online,35194.56
TX-01332,CO-0132,2023-01-22,app_movil,14518.62
TX-01333,CO-0133,2023-05-24,ATM,32017.62
TX-01334,CO-0134,2024-10-15,transferencia,1218.81
TX-01335,CO-0135,2023-02-11,ATM,35480.75
TX-01336,CO-0136,2024-05-03,ATM,7001.39
TX-01337,CO-0137,2023-05-14,ATM,26065.28
TX-01338,CO-0138,2023-01-08,app_movil,11154.82
TX-01339,CO-0139,2024-04-23,online,46002.21
TX-01340,CO-0140,2024-09-17,ATM,20052.76
TX-01341,CO-0141,2023-03-10,POS,29639.99
TX-01342,CO-0142,2023-05-28,ATM,34386.83
TX-01343,CO-0143,2023-12-01,app_movil,35587.51
TX-01344,CO-0144,2024-12-27,app_movil,34150.68
TX-01345,CO-0145,2024-06-14,app_movil,26738.73
TX-01346,CO-0146,2024-03-22,ATM,8948.23
TX-01347,CO-0147,2024-07-07,ATM,30336.32
TX-01348,CO-0148,2024-07-08,online,14354.01
TX-01349,CO-0149,2023-11-13,ATM,40348.22
TX-01350,CO-0150,2023-09-26,online,20375.12
TX-01351,CO-0151,2024-11-20,POS,4999.85
TX-01352,CO-0152,2024-08-13,POS,8479.29
TX-01353,CO-0153,2024-07-27,online,12527.54
TX-01354,CO-0154,2023-05-19,ATM,23746.55
TX-01355,CO-0155,2023-12-13,online,32362.26
TX-01356,CO-0156,2023-10-16,transferencia,34060.62
TX-01357,CO-0157,2023-01-03,online,45608.14
TX-01358,CO-0158,2023-06-20,transferencia,36683.89
TX-01359,CO-0159,2024-02-03,online,30255.04
TX-01360,CO-0160,2023-09-15,transferencia,23234.53
TX-01361,CO-0161,2024-06-21,transferencia,48308.95
TX-01362,CO-0162,2024-02-28,app_movil,20994.88
TX-01363,CO-0163,2024-11-16,online,27192.06
TX-01364,CO-0164,2023-09-11,transferencia,356.27
TX-01365,CO-0165,2024-02-11,app_movil,7697.28
TX-01366,CO-0166,2023-07-15,ATM,45418.44
TX-01367,CO-0167,2024-03-10,transferencia,44982.68
TX-01368,CO-0168,2024-01-23,ATM,29519.97
TX-01369,CO-0169,2024-12-14,online,3464.03
TX-01370,CO-0170,2024-11-26,POS,140.39
TX-01371,CO-0171,2024-12-12,transferencia,8341.5
TX-01372,CO-0172,2023-09-01,app_movil,16613.31
TX-01373,CO-0173,2024-10-14,app_movil,27976.69
TX-01374,CO-0174,2024-09-15,online,16197.0
TX-01375,CO-0175,2024-06-21,ATM,17979.23
TX-01376,CO-0176,2023-09-26,ATM,32476.45
TX-01377,CO-0177,2023-03-25,transferencia,44375.41
TX-01378,CO-0178,2023-01-19,transferencia,18290.27
TX-01379,CO-0179,2024-09-07,POS,35981.55
TX-01380,CO-0180,2024-04-24,transferencia,3233.57
TX-01381,CO-0181,2024-06-04,ATM,29793.97
TX-01382,CO-0182,2023-03-14,online,4053.05
TX-01383,CO-0183,2023-10-14,app_movil,8095.23
TX-01384,CO-0184,2023-02-13,app_movil,29349.37
TX-01385,CO-0185,2024-06-13,app_movil,27635.83
TX-01386,CO-0186,2023-01-22,POS,32842.74
TX-01387,CO-0187,2023-01-22,POS,22846.99
TX-01388,CO-0188,2023-11-26,ATM,33222.62
TX-01389,CO-0189,2024-12-15,transferencia,16515.49
TX-01390,CO-0190,2024-09-06,transferencia,21223.13
TX-01391,CO-0191,2023-08-05,transferencia,6394.41
TX-01392,CO-0192,2024-11-30,ATM,31037.69
TX-01393,CO-0193,2023-12-20,POS,48654.93
TX-01394,CO-0194,2023-10-03,app_movil,15420.18
TX-01395,CO-0195,2023-06-13,online,34457.91
TX-01396,CO-0196,2023-02-25,online,19323.08
TX-01397,CO-0197,2024-09-09,app_movil,33471.46
TX-01398,CO-0198,2024-03-03,POS,35808.68
TX-01399,CO-0199,2023-09-28,POS,727.81
TX-01400,CO-0200,2023-11-20,ATM,9745.84
TX-01401,CO-0201,2024-03-19,online,12467.13
TX-01402,CO-0202,2024-04-05,app_movil,17217.67
TX-01403,CO-0203,2023-11-28,online,20686.93
TX-01404,CO-0204,2024-05-27,app_movil,13375.99
TX-01405,CO-0205,2023-08-18,online,23654.01
TX-01406,CO-0206,2023-09-29,online,20266.42
TX-01407,CO-0207,2023-05-20,app_movil,25490.66
TX-01408,CO-0208,2023-05-02,app_movil,14339.36
TX-01409,CO-0209,2023-08-06,online,37262.01
TX-01410,CO-0210,2023-03-09,transferencia,32441.51
TX-01411,CO-0211,2024-03-27,POS,26745.5
TX-01412,CO-0212,2023-06-17,online,28196.76
TX-01413,CO-0213,2024-10-25,ATM,44226.3
TX-01414,CO-0214,2024-04-18,transferencia,42358.82
TX-01415,CO-0215,2024-03-28,POS,34680.25
TX-01416,CO-0216,2023-09-28,ATM,2589.58
TX-01417,CO-0217,2024-03-25,transferencia,30184.7
TX-01418,CO-0218,2024-04-26,app_movil,38485.03
TX-01419,CO-0219,2024-06-13,online,19527.88
TX-01420,CO-0220,2023-04-03,app_movil,19554.21
TX-01421,CO-0221,2023-11-20,app_movil,15363.31
TX-01422,CO-0222,2024-02-29,ATM,39472.87
TX-01423,CO-0223,2024-10-17,app_movil,36805.4
TX-01424,CO-0224,2023-01-21,POS,49641.48
TX-01425,CO-0225,2024-06-28,ATM,49749.21
TX-01426,CO-0226,2024-03-28,transferencia,26892.24
TX-01427,CO-0227,2024-06-12,POS,8536.79
TX-01428,CO-0228,2023-04-22,ATM,43342.35
TX-01429,CO-0229,2023-08-30,online,8560.75
TX-01430,CO-0230,2024-01-14,ATM,8830.29
TX-01431,CO-0231,2024-05-26,ATM,17382.97
TX-01432,CO-0232,2023-08-01,ATM,23266.82
TX-01433,CO-0233,2024-05-22,transferencia,10066.08
TX-01434,CO-0234,2023-02-04,app_movil,31701.08
TX-01435,CO-0235,2024-05-11,app_movil,39060.95
TX-01436,CO-0236,2023-01-03,ATM,33989.38
TX-01437,CO-0237,2024-02-12,ATM,36230.81
TX-01438,CO-0238,2024-05-22,transferencia,33201.85
TX-01439,CO-0239,2023-04-01,POS,36057.47
TX-01440,CO-0240,2023-07-22,POS,6544.02
TX-01441,CO-0241,2024-11-05,online,37224.62
TX-01442,CO-0242,2023-05-26,POS,44182.35
TX-01443,CO-0243,2023-09-20,app_movil,43863.54
TX-01444,CO-0244,2024-02-20,online,2282.47
TX-01445,CO-0245,2024-01-10,transferencia,223.35
TX-01446,CO-0246,2023-10-02,online,8264.87
TX-01447,CO-0247,2024-11-11,online,28124.82
TX-01448,CO-0248,2024-01-15,online,12000.67
TX-01449,CO-0249,2023-08-03,ATM,13039.15
TX-01450,CO-0250,2023-02-14,app_movil,28031.7
TX-01451,CO-0251,2023-01-04,ATM,45372.91
TX-01452,CO-0252,2023-10-23,app_movil,28904.47
TX-01453,CO-0253,2023-11-19,online,5138.47
TX-01454,CO-0254,2024-06-12,app_movil,39090.64
TX-01455,CO-0255,2024-07-01,POS,19892.24
TX-01456,CO-0256,2023-10-24,ATM,10105.76
TX-01457,CO-0257,2023-03-07,POS,11961.53
TX-01458,CO-0258,2023-04-14,transferencia,41908.01
TX-01459,CO-0259,2024-11-18,ATM,29590.84
TX-01460,CO-0260,2023-06-07,ATM,48795.88
TX-01461,CO-0261,2024-02-26,ATM,7894.18
TX-01462,CO-0262,2023-12-04,ATM,14385.36
TX-01463,CO-0263,2023-09-03,transferencia,8548.77
TX-01464,CO-0264,2023-07-15,POS,1371.2
TX-01465,CO-0265,2023-06-14,ATM,32968.11
TX-01466,CO-0266,2023-08-27,transferencia,28363.05
TX-01467,CO-0267,2024-05-11,app_movil,31814.53
TX-01468,CO-0268,2024-05-14,transferencia,20400.86
TX-01469,CO-0269,2024-04-14,transferencia,43411.34
TX-01470,CO-0270,2023-07-13,POS,183.77
TX-01471,CO-0271,2023-09-01,POS,12306.73
TX-01472,CO-0272,2023-12-09,ATM,36068.83
TX-01473,CO-0273,2023-07-22,app_movil,46626.7
TX-01474,CO-0274,2024-08-08,online,33428.86
TX-01475,CO-0275,2023-07-06,ATM,36316.84
TX-01476,CO-0276,2023-06-20,ATM,13975.37
TX-01477,CO-0277,2023-07-21,ATM,42708.68
TX-01478,CO-0278,2023-08-11,online,36096.31
TX-01479,CO-0279,2024-08-17,app_movil,1380.05
TX-01480,CO-0280,2023-10-12,POS,34375.08
TX-01481,CO-0281,2023-06-08,ATM,29517.25
TX-01482,CO-0282,2024-10-22,POS,33270.46
TX-01483,CO-0283,2023-06-10,online,13984.3
TX-01484,CO-0284,2023-10-13,ATM,47723.22
TX-01485,CO-0285,2023-08-28,transferencia,44243.1
TX-01486,CO-0286,2023-03-23,transferencia,39390.31
TX-01487,CO-0287,2023-10-02,ATM,28969.5
TX-01488,CO-0288,2023-07-09,online,25443.26
TX-01489,CO-0289,2023-07-15,ATM,34910.16
TX-01490,CO-0290,2024-09-09,app_movil,27882.09
TX-01491,CO-0291,2024-04-22,app_movil,22824.48
TX-01492,CO-0292,2023-09-13,transferencia,13451.17
TX-01493,CO-0293,2024-01-26,POS,31904.87
TX-01494,CO-0294,2023-05-14,POS,8643.9
TX-01495,CO-0295,2023-04-24,online,5174.14
TX-01496,CO-0296,2023-07-02,online,36945.83
TX-01497,CO-0297,2024-10-22,app_movil,21049.84
TX-01498,CO-0298,2024-02-16,POS,15660.65
TX-01499,CO-0299,2023-10-23,app_movil,8534.56
TX-01500,CO-0300,2023-10-05,ATM,21514.47
TX-01501,CO-0001,2023-08-14,app_movil,3366.95
TX-01502,CO-0002,2023-06-02,ATM,3569.08
TX-01503,CO-0003,2023-12-10,POS,30438.75
TX-01504,CO-0004,2024-01-09,POS,45685.1
TX-01505,CO-0005,2023-06-17,ATM,49569.93
TX-01506,CO-0006,2024-04-19,app_movil,21906.99
