transaccionId,cuentaId,monto,fecha,bancoDestino
TX-01590,CU-0103,22294.51,2024-11-24,Citibank
TX-01593,CU-0104,34474.03,2024-08-11,G&T Continental
TX-01594,CU-0129,12695.52,2024-02-04,Banrural
TX-01597,CU-0133,46778.78,2023-01-23,HSBC
TX-01598,CU-0128,2131.95,2023-10-26,Banistmo
TX-01600,CU-0134,40470.46,2023-03-14,G&T Continental
TX-01601,CU-0139,13675.98,2023-03-31,HSBC
TX-01602,CU-0121,5411.45,2024-10-28,Industrial
TX-01605,CU-0143,22328.54,2023-12-07,Banistmo
TX-01607,CU-0142,42932.83,2023-08-02,Industrial
TX-01609,CU-0154,30794.81,2024-03-23,Davivienda
TX-01610,CU-0127,7821.66,2024-12-17,Banistmo
TX-01611,CU-0157,3768.93,2024-06-24,Industrial
TX-01612,CU-0154,10156.27,2024-02-01,Banistmo
TX-01614,CU-0153,41262.09,2024-08-25,HSBC
TX-01615,CU-0123,16509.23,2024-09-06,G&T Continental
TX-01617,CU-0136,6711.97,2023-11-01,G&T Continental
TX-01618,CU-0126,5732.83,2023-07-17,Citibank
TX-01623,CU-0158,31012.54,2023-12-04,HSBC
TX-01624,CU-0127,34295.1,2024-08-15,Banrural
TX-01625,CU-0154,43281.58,2024-01-02,BAC
TX-01628,CU-0151,22542.68,2023-12-28,G&T Continental
TX-01631,CU-0139,30768.38,2023-09-23,BAC
TX-01632,CU-0153,21221.32,2024-06-21,Banrural
TX-01633,CU-0168,31094.4,2024-07-06,Citibank
TX-01634,CU-0141,8713.21,2023-06-19,Davivienda
TX-01635,CU-0184,27498.04,2023-07-18,HSBC
TX-01636,CU-0160,41946.43,2024-02-18,Industrial
TX-01637,CU-0145,11735.0,2024-06-24,Industrial
TX-01643,CU-0144,22003.61,2024-12-04,Industrial
TX-01644,CU-0168,13390.83,2024-11-12,Industrial
TX-01645,CU-0185,26843.47,2024-12-09,Davivienda
TX-01646,CU-0186,2767.49,2023-01-27,Banrural
TX-01647,CU-0191,38867.96,2023-09-02,G&T Continental
TX-01649,CU-0173,42876.15,2023-03-09,Davivienda
TX-01651,CU-0188,21377.63,2024-11-14,Citibank
TX-01653,CU-0163,16126.47,2023-01-09,Davivienda
TX-01656,CU-0177,42455.25,2024-04-04,HSBC
TX-01658,CU-0191,2065.23,2023-09-30,Davivienda
TX-01660,CU-0203,40178.11,2023-08-24,Banistmo
TX-01661,CU-0177,15601.96,2023-11-13,Industrial
TX-01662,CU-0203,20196.23,2023-07-18,Industrial
TX-01664,CU-0170,7349.61,2024-09-16,Citibank
TX-01665,CU-0188,22350.46,2023-08-06,Davivienda
TX-01667,CU-0209,6728.16,2023-05-02,Banistmo
TX-01669,CU-0197,18460.36,2023-01-03,Davivienda
TX-01670,CU-0206,49213.19,2023-03-22,Industrial
TX-01672,CU-0186,49147.78,2023-10-04,Industrial
TX-01673,CU-0207,41007.19,2023-10-08,BAC
TX-01674,CU-0215,13106.88,2023-07-10,Banrural
TX-01675,CU-0197,28720.09,2024-09-26,HSBC
TX-01677,CU-0182,43215.55,2023-08-29,Banistmo
TX-01679,CU-0220,31727.6,2024-02-12,Banrural
TX-01682,CU-0183,42233.08,2023-07-20,G&T Continental
TX-01684,CU-0190,40206.68,2023-01-30,HSBC
TX-01685,CU-0230,37253.49,2023-11-12,HSBC
TX-01686,CU-0188,48311.9,2024-07-06,BAC
TX-01687,CU-0230,13243.78,2023-10-10,BAC
TX-01688,CU-0233,20232.06,2023-08-04,Banrural
TX-01691,CU-0213,34683.67,2024-02-14,G&T Continental
TX-01692,CU-0209,3634.54,2024-06-03,G&T Continental
TX-01693,CU-0229,43767.3,2023-02-13,G&T Continental
TX-01694,CU-0218,710.36,2024-06-11,Banrural
TX-01695,CU-0197,38685.43,2024-07-06,Industrial
TX-01697,CU-0238,10315.45,2023-03-26,Banrural
TX-01700,CU-0204,36143.08,2023-12-24,Banistmo
TX-01701,CU-0232,2874.12,2023-03-15,Industrial
TX-01703,CU-0204,36410.51,2023-04-22,BAC
TX-01704,CU-0205,46262.81,2023-01-09,Citibank
TX-01705,CU-0209,15923.14,2023-09-12,HSBC
TX-01707,CU-0243,22278.04,2023-03-06,BAC
TX-01711,CU-0248,6594.42,2024-02-02,Industrial
TX-01712,CU-0219,25818.08,2024-12-20,G&T Continental
TX-01719,CU-0243,380.34,2023-10-04,Industrial
TX-01721,CU-0235,9259.4,2023-10-21,Banistmo
TX-01723,CU-0250,16985.2,2023-04-04,HSBC
TX-01724,CU-0250,31138.97,2023-09-20,HSBC
TX-01725,CU-0264,9920.45,2024-07-18,Banrural
TX-01726,CU-0258,33503.17,2024-08-03,Banistmo
TX-01728,CU-0267,32396.49,2023-09-27,HSBC
TX-01729,CU-0271,37677.89,2023-09-08,HSBC
TX-01730,CU-0231,36086.11,2023-08-21,HSBC
TX-01735,CU-0255,2663.17,2023-11-10,Citibank
TX-01736,CU-0239,29189.47,2024-06-14,G&T Continental
TX-01737,CU-0238,32401.81,2023-11-10,Banrural
TX-01738,CU-0267,21728.75,2023-10-24,Banrural
TX-01739,CU-0244,20149.88,2023-08-11,Banrural
TX-01742,CU-0243,44219.12,2024-05-10,HSBC
TX-01744,CU-0259,38200.26,2023-03-29,G&T Continental
TX-01748,CU-0249,24709.46,2024-04-09,Citibank
TX-01749,CU-0293,5880.46,2024-10-24,Banistmo
TX-01750,CU-0299,15078.22,2023-08-04,G&T Continental
TX-01753,CU-0254,33506.11,2024-01-01,BAC
TX-01754,CU-0287,26435.59,2024-10-09,Davivienda
TX-01755,CU-0275,38695.58,2024-09-08,Banrural
TX-01756,CU-0286,30375.53,2023-07-29,G&T Continental
TX-01758,CU-0286,3810.3,2023-03-11,Industrial
TX-01760,CU-0279,14591.29,2024-12-18,Banrural
TX-01761,CU-0308,31704.15,2023-04-15,Industrial
TX-01762,CU-0289,16361.33,2023-10-19,Banrural
TX-01763,CU-0302,38376.36,2024-10-10,Industrial
TX-01764,CU-0295,23019.51,2023-03-04,Banrural
TX-01765,CU-0276,31998.58,2023-12-12,Citibank
TX-01766,CU-0279,9800.03,2023-09-26,Citibank
TX-01769,CU-0292,42564.92,2023-04-18,HSBC
TX-01770,CU-0273,16042.65,2024-10-27,Davivienda
TX-01771,CU-0299,21893.93,2023-06-08,Davivienda
TX-01772,CU-0310,6367.94,2023-10-09,Banrural
TX-01774,CU-0322,13936.9,2024-04-17,Davivienda
TX-01775,CU-0325,8520.33,2023-02-04,BAC
TX-01776,CU-0326,28651.72,2024-02-04,Citibank
TX-01777,CU-0312,18730.42,2023-01-02,Davivienda
TX-01779,CU-0324,13633.8,2023-12-26,Davivienda
TX-01780,CU-0326,5183.14,2023-01-28,Davivienda
TX-01781,CU-0290,24588.83,2023-02-04,HSBC
TX-01783,CU-0315,23644.1,2023-07-03,G&T Continental
TX-01785,CU-0317,1649.98,2023-02-17,Industrial
TX-01786,CU-0310,22876.08,2023-06-19,G&T Continental
TX-01787,CU-0335,45627.62,2024-08-03,Banistmo
TX-01788,CU-0313,27041.45,2024-02-12,Banistmo
TX-01789,CU-0339,43324.25,2024-04-06,Davivienda
TX-01790,CU-0301,5913.04,2023-03-07,BAC
TX-01792,CU-0340,10526.6,2024-05-20,HSBC
TX-01793,CU-0294,19882.67,2023-09-05,Banistmo
TX-01794,CU-0328,27448.93,2024-02-24,Industrial
TX-01795,CU-0300,5250.46,2024-01-11,Industrial
TX-01796,CU-0299,9827.42,2024-08-25,HSBC
TX-01797,CU-0328,19049.97,2024-01-30,Industrial
TX-01798,CU-0343,2532.32,2024-09-17,Citibank
TX-01799,CU-0322,37414.06,2023-09-29,HSBC
TX-01801,CU-0321,20683.54,2023-06-22,HSBC
TX-01802,CU-0309,33380.73,2023-11-30,Industrial
TX-01803,CU-0350,43617.5,2023-03-29,Banistmo
TX-01804,CU-0323,36605.12,2023-06-30,Davivienda
TX-01808,CU-0317,27318.59,2023-03-14,BAC
TX-01810,CU-0354,42034.21,2024-06-16,BAC
TX-01811,CU-0346,29269.49,2023-08-10,Banistmo
TX-01812,CU-0313,40683.96,2023-07-19,Banrural
TX-01813,CU-0317,41661.85,2024-08-13,BAC
TX-01816,CU-0365,685.89,2023-07-26,Davivienda
TX-01818,CU-0346,7109.22,2023-04-25,Banistmo
TX-01820,CU-0354,13923.29,2024-08-07,Banistmo
TX-01821,CU-0327,43801.05,2024-09-17,BAC
TX-01822,CU-0346,10721.17,2023-11-13,Citibank
TX-01825,CU-0357,26717.65,2023-03-05,G&T Continental
TX-01826,CU-0336,8857.98,2023-05-31,Citibank
TX-01827,CU-0333,24200.36,2024-09-08,Banistmo
TX-01828,CU-0371,35189.84,2024-12-24,Industrial
TX-01829,CU-0375,49833.5,2023-09-01,Davivienda
TX-01830,CU-0332,43255.87,2023-07-12,Banistmo
TX-01831,CU-0373,18080.96,2023-03-29,HSBC
TX-01836,CU-0356,200.9,2023-06-08,Industrial
TX-01837,CU-0347,13161.82,2024-02-14,Banistmo
TX-01839,CU-0381,22911.75,2024-03-06,Industrial
TX-01840,CU-0376,3770.64,2024-09-03,Banrural
TX-01841,CU-0373,37034.59,2023-05-22,G&T Continental
TX-01844,CU-0372,7775.07,2023-07-22,Banrural
TX-01845,CU-0393,45035.11,2023-06-01,Banrural
TX-01846,CU-0352,48353.46,2023-04-21,Industrial
TX-01847,CU-0384,4641.29,2024-11-29,Banistmo
TX-01848,CU-0376,22690.53,2023-04-14,Banrural
TX-01849,CU-0351,11828.16,2024-07-26,Banrural
TX-01851,CU-0366,48263.73,2023-11-22,HSBC
TX-01854,CU-0397,17932.44,2023-09-24,Banistmo
TX-01855,CU-0389,16189.1,2023-04-21,Banrural
TX-01858,CU-0399,23048.47,2024-11-21,Industrial
TX-01860,CU-0363,29850.13,2023-07-20,G&T Continental
TX-01861,CU-0394,4999.66,2023-08-11,Citibank
TX-01862,CU-0377,23302.63,2023-10-25,Davivienda
TX-01863,CU-0411,15942.68,2023-09-04,HSBC
TX-01864,CU-0366,23486.31,2023-05-11,HSBC
TX-01865,CU-0368,37647.03,2024-01-19,Citibank
TX-01866,CU-0384,40766.94,2024-09-01,Industrial
TX-01867,CU-0384,38482.97,2023-05-24,Banrural
TX-01868,CU-0384,13649.88,2024-07-21,HSBC
TX-01871,CU-0411,41035.13,2024-10-15,G&T Continental
TX-01872,CU-0394,16316.94,2023-01-02,Banrural
TX-01873,CU-0389,11706.24,2023-10-06,Industrial
TX-01874,CU-0395,23843.56,2023-10-16,Banistmo
TX-01877,CU-0384,37789.2,2023-07-10,Industrial
TX-01878,CU-0386,24314.74,2023-08-10,Industrial
TX-01879,CU-0393,34967.01,2024-11-18,Banistmo
TX-01880,CU-0425,44103.28,2024-04-22,G&T Continental
TX-01881,CU-0389,40044.21,2024-08-12,Citibank
TX-01882,CU-0394,24392.04,2024-02-21,G&T Continental
TX-01884,CU-0386,17131.2,2023-12-07,Industrial
TX-01885,CU-0389,21255.31,2024-08-04,Industrial
TX-01889,CU-0425,5944.47,2023-06-12,Banistmo
TX-01892,CU-0435,34539.5,2023-01-21,Banrural
TX-01894,CU-0436,40598.33,2024-05-15,Banistmo
TX-01896,CU-0429,14031.71,2024-02-22,BAC
TX-01897,CU-0432,2503.09,2023-06-06,Davivienda
TX-01898,CU-0436,4411.16,2024-12-17,BAC
TX-01899,CU-0435,17801.26,2023-03-07,BAC
TX-01900,CU-0419,41450.13,2024-04-01,HSBC
TX-01901,CU-0414,16106.86,2023-09-04,Banistmo
TX-01903,CU-0453,14184.82,2024-01-27,Davivienda
TX-01904,CU-0414,27909.56,2023-11-11,Davivienda
TX-01905,CU-0422,10366.75,2023-10-25,G&T Continental
TX-01908,CU-0443,43722.54,2023-10-25,Industrial
TX-01909,CU-0422,44206.4,2023-07-19,Banrural
TX-01911,CU-0436,42533.88,2023-06-13,Banrural
TX-01913,CU-0430,49570.17,2024-11-12,HSBC
TX-01914,CU-0441,40123.09,2023-03-04,Industrial
TX-01915,CU-0427,44367.28,2024-08-14,Industrial
TX-01916,CU-0439,39655.85,2024-04-05,BAC
TX-01924,CU-0441,11016.74,2024-06-16,G&T Continental
TX-01925,CU-0439,47402.32,2023-10-30,Citibank
TX-01926,CU-0464,19466.29,2024-06-17,Banistmo
TX-01928,CU-0440,34971.56,2024-12-10,Citibank
TX-01930,CU-0432,18328.23,2024-12-08,HSBC
TX-01931,CU-0450,6742.03,2023-04-16,Banistmo
TX-01932,CU-0437,2742.02,2023-12-19,Davivienda
TX-01933,CU-0462,28712.8,2023-01-27,Davivienda
TX-01934,CU-0443,36158.04,2023-08-24,Industrial
TX-01935,CU-0474,49363.48,2024-09-03,BAC
TX-01936,CU-0469,49677.75,2023-04-28,Davivienda
TX-01937,CU-0452,38134.02,2024-03-12,BAC
TX-01938,CU-0461,7926.46,2023-04-16,BAC
TX-01939,CU-0457,30561.76,2023-05-01,HSBC
TX-01940,CU-0460,42665.49,2023-08-08,Davivienda
TX-01942,CU-0487,3205.95,2023-06-25,Industrial
TX-01944,CU-0459,18230.33,2023-08-02,Davivienda
TX-01945,CU-0489,45356.36,2023-06-29,HSBC
TX-01946,CU-0474,27174.44,2023-11-16,Banrural
TX-01948,CU-0450,43079.91,2023-02-23,Banistmo
TX-01950,CU-0484,30816.09,2023-12-06,G&T Continental
TX-01952,CU-0481,39260.03,2023-11-03,Citibank
TX-01953,CU-0486,25365.83,2023-07-07,HSBC
TX-01955,CU-0457,9033.96,2023-06-28,Banrural
TX-01960,CU-0506,11187.97,2024-10-09,HSBC
TX-01961,CU-0466,30459.18,2024-09-09,G&T Continental
TX-01963,CU-0511,23679.32,2024-11-26,Industrial
TX-01965,CU-0500,38309.66,2023-05-06,G&T Continental
TX-01968,CU-0497,42481.52,2024-09-25,Banistmo
TX-01970,CU-0501,4459.71,2023-11-03,Davivienda
TX-01973,CU-0517,5980.34,2023-05-04,Industrial
TX-01974,CU-0519,37958.93,2023-01-03,BAC
TX-01979,CU-0495,20467.29,2024-09-26,Davivienda
TX-01980,CU-0525,19439.28,2024-11-19,HSBC
TX-01981,CU-0498,42547.5,2024-10-22,Citibank
TX-01982,CU-0517,35584.93,2023-12-29,Banistmo
TX-01984,CU-0508,10282.69,2023-09-25,BAC
TX-01985,CU-0494,10233.83,2024-01-03,Davivienda
TX-01989,CU-0533,10109.82,2023-09-30,Davivienda
TX-01990,CU-0524,33461.53,2023-04-11,Davivienda
TX-01992,CU-0538,3438.91,2024-11-22,Banistmo
TX-01995,CU-0539,17669.35,2023-04-25,Banistmo
TX-01996,CU-0499,43519.79,2024-09-29,Davivienda
TX-01998,CU-0530,40037.88,2024-10-31,G&T Continental
TX-01999,CU-0531,24726.27,2024-11-23,Industrial
TX-02002,CU-0528,8172.98,2023-06-16,HSBC
TX-02006,CU-0525,14231.07,2024-10-13,Citibank
TX-02007,CU-0520,5822.41,2024-12-13,G&T Continental
TX-02008,CU-0550,11998.68,2023-09-20,Citibank
TX-02009,CU-0529,1362.65,2023-05-16,Davivienda
TX-02010,CU-0544,25441.63,2024-08-22,HSBC
TX-02011,CU-0547,36766.97,2024-03-25,BAC
TX-02012,CU-0536,44965.04,2023-02-26,HSBC
TX-02014,CU-0551,104.75,2023-09-27,Industrial
TX-02015,CU-0530,12937.19,2024-03-06,Banrural
TX-02016,CU-0528,39912.66,2023-11-22,HSBC
TX-02017,CU-0550,26711.73,2024-02-08,BAC
TX-02018,CU-0534,11474.58,2023-01-26,Davivienda
TX-02019,CU-0531,7771.22,2023-09-01,G&T Continental
TX-02020,CU-0539,30472.12,2024-05-26,Banistmo
TX-02022,CU-0566,41794.17,2023-06-17,Industrial
TX-02023,CU-0544,10186.09,2024-06-23,Banrural
TX-02025,CU-0546,14883.13,2023-03-12,BAC
TX-02027,CU-0545,27856.73,2024-10-04,BAC
TX-02028,CU-0570,47802.58,2023-06-13,Banrural
TX-02029,CU-0576,48383.46,2024-04-16,Davivienda
TX-02031,CU-0532,36365.76,2024-07-24,Banistmo
TX-02032,CU-0542,48662.21,2024-11-15,Industrial
TX-02034,CU-0575,113.47,2023-09-19,G&T Continental
TX-02036,CU-0583,4948.56,2024-09-02,G&T Continental
TX-02039,CU-0564,11085.29,2023-10-28,BAC
TX-02040,CU-0561,15296.01,2024-05-06,Davivienda
TX-02041,CU-0549,44780.94,2023-03-27,Banistmo
TX-02042,CU-0591,47122.28,2024-03-18,HSBC
TX-02043,CU-0567,28449.39,2024-05-30,Banrural
TX-02045,CU-0588,31429.17,2023-03-20,G&T Continental
TX-02051,CU-0572,29283.47,2024-05-01,Banrural
TX-02052,CU-0564,40853.96,2023-04-04,Citibank
TX-02055,CU-0559,16516.86,2023-04-26,Banrural
TX-02058,CU-0591,17528.14,2023-06-06,G&T Continental
TX-02059,CU-0602,47686.5,2024-12-21,HSBC
TX-02060,CU-0576,30099.5,2023-11-01,Banrural
TX-02061,CU-0601,19250.02,2023-08-19,Banrural
TX-02062,CU-0599,7968.77,2023-09-19,Banrural
TX-02064,CU-0606,603.26,2023-12-31,Banrural
TX-02065,CU-0583,36205.82,2023-06-24,Industrial
TX-02066,CU-0594,48504.78,2023-05-31,BAC
TX-02068,CU-0588,42525.17,2024-06-07,G&T Continental
TX-02070,CU-0580,18532.36,2023-04-05,BAC
TX-02071,CU-0611,251.49,2023-12-22,G&T Continental
TX-02072,CU-0585,48786.72,2023-03-04,Citibank
TX-02073,CU-0618,40231.79,2023-09-04,Industrial
TX-02077,CU-0622,38435.11,2023-11-07,Banrural
TX-02078,CU-0606,20185.28,2023-09-19,Banrural
TX-02079,CU-0589,3095.92,2024-12-10,HSBC
TX-02081,CU-0604,27171.25,2024-02-18,Davivienda
TX-02083,CU-0603,20642.28,2023-03-14,Davivienda
TX-02084,CU-0614,16816.82,2023-08-10,BAC
TX-02085,CU-0613,7353.3,2024-09-29,Davivienda
TX-02086,CU-0614,15915.22,2024-07-26,G&T Continental
TX-02087,CU-0591,40734.3,2023-02-12,G&T Continental
TX-02088,CU-0598,31564.09,2023-03-08,Citibank
TX-02090,CU-0596,21374.16,2023-12-02,Banistmo
TX-02091,CU-0625,35460.91,2024-06-20,Citibank
TX-02096,CU-0618,46324.57,2023-03-28,G&T Continental
TX-02099,CU-0619,444.19,2023-04-07,Davivienda
TX-02101,CU-0627,6629.1,2023-04-30,Banrural
TX-02105,CU-0632,41941.56,2023-04-23,Industrial
TX-02106,CU-0610,41798.92,2024-07-26,G&T Continental
TX-02107,CU-0611,12871.98,2023-05-19,G&T Continental
TX-02108,CU-0632,19313.43,2024-03-19,Citibank
TX-02109,CU-0610,43382.87,2023-06-09,HSBC
TX-02110,CU-0632,15814.11,2023-02-06,Citibank
TX-02111,CU-0658,4190.59,2024-06-14,Citibank
TX-02112,CU-0643,26248.48,2023-12-06,Industrial
TX-02114,CU-0633,10771.32,2024-01-19,HSBC
TX-02115,CU-0661,25164.28,2024-05-24,G&T Continental
TX-02116,CU-0618,20036.99,2024-12-07,HSBC
TX-02117,CU-0635,20771.89,2024-03-11,Banrural
TX-02119,CU-0648,2204.41,2023-11-03,HSBC
TX-02122,CU-0632,29914.92,2024-10-14,Citibank
TX-02123,CU-0653,41088.75,2024-09-01,HSBC
TX-02124,CU-0663,25111.46,2023-09-29,Banistmo
TX-02125,CU-0626,47329.9,2023-09-09,Citibank
TX-02127,CU-0647,45446.97,2024-04-20,Banistmo
TX-02128,CU-0633,38377.85,2024-03-12,Industrial
TX-02129,CU-0640,14483.67,2024-05-26,Banrural
TX-02130,CU-0677,34432.77,2023-12-17,G&T Continental
TX-02132,CU-0665,37842.73,2024-07-30,HSBC
TX-02133,CU-0649,49162.21,2023-08-09,Banrural
TX-02136,CU-0664,45082.5,2023-06-02,BAC
TX-02142,CU-0664,1962.23,2023-03-07,HSBC
TX-02143,CU-0660,18462.5,2024-03-25,Davivienda
TX-02144,CU-0666,43588.95,2024-01-15,G&T Continental
TX-02145,CU-0658,1531.07,2024-08-15,Banistmo
TX-02146,CU-0670,22976.91,2023-08-19,Davivienda
TX-02147,CU-0654,28297.34,2023-05-30,Banrural
TX-02148,CU-0676,41712.31,2024-06-22,Citibank
TX-02149,CU-0675,20864.9,2023-08-20,Davivienda
TX-02153,CU-0690,47025.58,2024-06-02,Davivienda
TX-02156,CU-0683,14647.94,2023-12-11,Industrial
TX-02157,CU-0670,32588.01,2023-12-08,G&T Continental
TX-02159,CU-0705,36406.94,2023-10-14,Davivienda
TX-02160,CU-0679,29581.65,2024-02-14,HSBC
TX-02162,CU-0689,31001.08,2024-01-25,BAC
TX-02163,CU-0694,8844.54,2023-08-09,Banistmo
TX-02164,CU-0714,37305.37,2024-10-05,Citibank
TX-02165,CU-0713,16740.39,2024-11-05,BAC
TX-02166,CU-0702,42135.09,2024-05-14,Banrural
TX-02167,CU-0715,15579.64,2024-06-27,Citibank
TX-02168,CU-0708,49990.66,2023-04-30,BAC
TX-02172,CU-0715,47546.58,2024-09-15,Davivienda
TX-02173,CU-0693,45699.98,2023-10-13,BAC
TX-02174,CU-0699,45431.61,2023-08-07,Industrial
TX-02177,CU-0717,34735.21,2024-05-07,G&T Continental
TX-02178,CU-0693,2366.51,2024-08-27,Citibank
TX-02179,CU-0706,30801.72,2023-04-17,BAC
TX-02180,CU-0724,48290.77,2024-02-10,BAC
TX-02181,CU-0692,21024.37,2024-08-08,Davivienda
TX-02183,CU-0712,19348.16,2023-05-09,HSBC
TX-02184,CU-0712,12283.98,2024-02-23,Davivienda
TX-02187,CU-0730,25782.87,2024-03-24,G&T Continental
TX-02188,CU-0705,15402.96,2023-07-23,HSBC
TX-02189,CU-0711,38167.69,2024-04-06,G&T Continental
TX-02190,CU-0707,44433.19,2024-03-06,Banrural
TX-02191,CU-0709,4863.6,2023-09-08,G&T Continental
TX-02192,CU-0712,35292.46,2023-07-21,Banrural
TX-02193,CU-0732,25287.28,2024-01-24,Citibank
TX-02194,CU-0725,41366.24,2023-12-11,Banrural
TX-02196,CU-0698,4103.09,2023-02-18,BAC
TX-02197,CU-0713,10467.15,2024-01-30,Citibank
TX-02198,CU-0725,35459.83,2023-03-07,BAC
TX-02199,CU-0715,28444.55,2024-06-16,BAC
TX-02201,CU-0736,5292.69,2024-10-09,BAC
TX-02202,CU-0728,33853.36,2024-10-08,HSBC
TX-02203,CU-0739,29624.76,2023-08-14,Citibank
TX-02206,CU-0744,21557.73,2024-03-26,Citibank
TX-02207,CU-0721,6567.06,2024-09-03,BAC
TX-02208,CU-0712,11250.04,2024-06-06,HSBC
TX-02210,CU-0752,45044.53,2024-08-06,Banrural
TX-02215,CU-0717,8616.03,2023-04-06,BAC
TX-02216,CU-0758,1184.38,2023-07-26,HSBC
TX-02217,CU-0761,20796.74,2024-10-11,Davivienda
TX-02218,CU-0764,37247.62,2024-03-14,BAC
TX-02219,CU-0768,5753.87,2024-05-15,Davivienda
TX-02220,CU-0734,44715.44,2023-11-30,G&T Continental
TX-02222,CU-0771,38209.72,2024-01-24,HSBC
TX-02223,CU-0745,34668.54,2024-09-26,BAC
TX-02224,CU-0772,24524.49,2023-09-30,Industrial
TX-02225,CU-0733,8275.4,2023-09-02,Citibank
TX-02226,CU-0731,43197.34,2023-03-31,Citibank
TX-02227,CU-0756,36519.39,2024-09-27,G&T Continental
TX-02228,CU-0752,38224.03,2024-12-31,Banistmo
TX-02230,CU-0739,12803.58,2023-04-08,Banrural
TX-02231,CU-0760,45101.51,2023-04-25,Banistmo
TX-02232,CU-0738,45856.53,2023-10-09,Industrial
TX-02233,CU-0746,23872.95,2024-12-01,Citibank
TX-02236,CU-0783,35810.1,2024-10-19,BAC
TX-02237,CU-0759,42679.12,2024-10-02,Industrial
TX-02238,CU-0746,35031.52,2024-05-03,Banistmo
TX-02242,CU-0748,25842.1,2024-02-12,G&T Continental
TX-02243,CU-0764,26262.45,2023-05-30,G&T Continental
TX-02244,CU-0759,3032.92,2023-08-22,Banistmo
TX-02247,CU-0780,18684.39,2024-03-23,G&T Continental
TX-02248,CU-0772,27001.71,2024-10-09,Citibank
TX-02249,CU-0764,2696.33,2023-11-21,BAC
TX-02250,CU-0791,7182.44,2024-08-04,BAC
TX-02251,CU-0752,47002.37,2023-07-20,Banistmo
TX-02252,CU-0789,36065.69,2023-05-04,HSBC
TX-02253,CU-0795,9566.54,2023-11-08,Industrial
TX-02254,CU-0796,48993.22,2023-03-09,Banrural
TX-02256,CU-0798,48853.22,2024-04-06,Banistmo
TX-02259,CU-0765,8130.83,2023-03-18,G&T Continental
TX-02261,CU-0787,6797.94,2023-10-01,Banistmo
TX-02265,CU-0812,30520.37,2024-02-06,G&T Continental
TX-02266,CU-0776,49453.94,2023-11-21,Citibank
TX-02269,CU-0776,42714.95,2024-11-02,Banistmo
TX-02270,CU-0806,33296.23,2024-05-16,G&T Continental
TX-02271,CU-0776,43091.79,2023-06-14,Industrial
TX-02272,CU-0804,49521.14,2023-10-25,Davivienda
TX-02273,CU-0821,30325.65,2024-05-23,HSBC
TX-02274,CU-0805,44905.31,2023-12-15,Banistmo
TX-02276,CU-0824,34850.76,2024-09-08,Davivienda
TX-02277,CU-0810,8351.58,2024-07-20,Davivienda
TX-02278,CU-0806,34255.64,2024-04-26,HSBC
TX-02282,CU-0804,6914.8,2024-03-07,HSBC
TX-02284,CU-0815,4911.26,2024-08-06,G&T Continental
TX-02287,CU-0817,15813.11,2024-06-24,HSBC
TX-02288,CU-0826,29380.97,2024-09-04,BAC
TX-02289,CU-0823,32905.3,2024-10-17,Banistmo
TX-02291,CU-0815,35988.86,2024-02-13,Industrial
TX-02292,CU-0807,47980.0,2023-08-04,Citibank
TX-02293,CU-0822,17436.14,2023-05-26,Banistmo
TX-02294,CU-0796,31594.12,2023-08-30,HSBC
TX-02295,CU-0798,5709.17,2024-09-10,Industrial
TX-02296,CU-0823,20199.72,2024-11-13,Citibank
TX-02297,CU-0831,45435.98,2024-09-23,HSBC
TX-02298,CU-0842,49879.73,2023-06-07,BAC
TX-02302,CU-0827,47481.53,2024-08-10,BAC
TX-02303,CU-0853,34610.61,2023-10-15,Davivienda
TX-02306,CU-0815,5560.42,2024-07-03,Citibank
TX-02307,CU-0824,15064.28,2024-02-14,HSBC
TX-02308,CU-0844,23360.66,2023-07-28,Citibank
TX-02309,CU-0816,33029.41,2024-06-19,Industrial
TX-02312,CU-0851,39208.59,2023-10-02,Banistmo
TX-02313,CU-0831,43562.96,2024-09-23,Banistmo
TX-02315,CU-0847,49570.0,2023-10-28,Davivienda
TX-02316,CU-0866,24978.45,2024-08-10,Banrural
TX-02317,CU-0843,7077.87,2024-03-15,G&T Continental
TX-02318,CU-0830,46716.76,2023-08-31,Banistmo
TX-02320,CU-0869,38201.59,2024-12-10,Davivienda
TX-02322,CU-0853,32457.7,2024-11-24,Banistmo
TX-02323,CU-0837,38086.06,2023-02-08,BAC
TX-02324,CU-0834,42935.0,2024-09-24,Banrural
TX-02327,CU-0858,37155.93,2024-07-02,HSBC
TX-02328,CU-0873,31098.84,2024-08-08,Citibank
TX-02329,CU-0868,29988.84,2023-08-02,Industrial
TX-02330,CU-0861,29194.11,2024-08-24,G&T Continental
TX-02331,CU-0866,18472.94,2023-03-08,BAC
TX-02332,CU-0847,45173.47,2024-10-28,BAC
TX-02334,CU-0849,34344.92,2024-08-14,BAC
TX-02335,CU-0881,13777.0,2023-05-16,G&T Continental
TX-02337,CU-0886,14352.02,2024-01-05,Citibank
TX-02338,CU-0886,43219.68,2024-07-27,Banrural
TX-02340,CU-0888,21057.72,2023-09-27,Davivienda
TX-02342,CU-0885,49502.95,2024-04-15,Davivienda
TX-02344,CU-0865,19961.54,2023-06-06,Industrial
TX-02345,CU-0884,29224.78,2023-11-13,G&T Continental
TX-02346,CU-0876,42954.51,2023-05-22,Banistmo
