clienteId,cuentaId,fechaAsignacion,esTitular,porcentajePropiedad
CL-0809,CU-1213,2020-11-02,true,100
CL-0810,CU-1214,2015-06-10,true,100
CL-0810,CU-1215,2019-03-31,false,38
CL-0811,CU-1216,2021-09-27,true,100
CL-0812,CU-1217,2022-02-22,true,100
CL-0812,CU-1218,2023-03-17,false,50
CL-0813,CU-1219,2016-02-07,true,100
CL-0813,CU-1220,2023-09-29,false,38
CL-0814,CU-1220,2020-02-10,true,100
CL-0815,CU-1222,2015-07-21,true,100
CL-0816,CU-1223,2018-05-10,true,100
CL-0817,CU-1225,2016-12-09,true,100
CL-0818,CU-1226,2023-08-04,true,100
CL-0818,CU-1227,2023-09-20,false,42
CL-0819,CU-1228,2020-10-16,true,100
CL-0820,CU-1229,2023-06-25,true,100
CL-0820,CU-1230,2020-04-17,false,70
CL-0821,CU-1231,2023-03-21,true,100
CL-0822,CU-1232,2021-06-16,true,100
CL-0823,CU-1234,2022-04-04,true,100
CL-0824,CU-1235,2019-01-24,true,100
CL-0825,CU-1237,2021-10-16,true,100
CL-0826,CU-1238,2019-04-19,true,100
CL-0827,CU-1240,2017-09-06,true,100
CL-0828,CU-1241,2022-05-22,true,100
CL-0829,CU-1243,2023-12-24,true,100
CL-0830,CU-1244,2016-06-04,true,100
CL-0830,CU-1245,2018-07-25,false,62
CL-0831,CU-1246,2016-07-03,true,100
CL-0832,CU-1247,2019-01-19,true,100
CL-0832,CU-1248,2020-06-28,false,72
CL-0833,CU-1249,2016-03-31,true,100
CL-0834,CU-1250,2022-12-11,true,100
CL-0835,CU-1252,2021-06-08,true,100
CL-0835,CU-1253,2023-05-03,false,31
CL-0836,CU-1253,2020-09-23,true,100
CL-0837,CU-1255,2015-01-11,true,100
CL-0838,CU-1256,2019-10-18,true,100
CL-0839,CU-1258,2017-09-05,true,100
CL-0840,CU-1259,2020-09-29,true,100
CL-0841,CU-1261,2022-05-09,true,100
CL-0842,CU-1262,2018-01-03,true,100
CL-0843,CU-1264,2016-04-19,true,100
CL-0843,CU-1265,2019-08-25,false,56
CL-0844,CU-1265,2020-07-14,true,100
CL-0845,CU-1267,2019-06-27,true,100
CL-0845,CU-1268,2016-05-16,false,68
CL-0846,CU-1268,2015-02-02,true,100
CL-0846,CU-1269,2020-07-05,false,64
CL-0847,CU-1270,2016-01-24,true,100
CL-0848,CU-1271,2016-07-30,true,100
CL-0848,CU-1272,2021-11-15,false,34
CL-0849,CU-1273,2017-07-24,true,100
CL-0850,CU-1274,2021-05-03,true,100
CL-0850,CU-1275,2016-05-18,false,40
CL-0851,CU-1276,2019-01-20,true,100
CL-0852,CU-1277,2015-12-04,true,100
CL-0853,CU-1279,2017-10-09,true,100
CL-0853,CU-1280,2018-12-13,false,52
CL-0854,CU-1280,2022-12-25,true,100
CL-0855,CU-1282,2023-01-26,true,100
CL-0855,CU-1283,2016-07-16,false,70
CL-0856,CU-1283,2018-12-21,true,100
CL-0856,CU-1284,2022-10-30,false,65
CL-0857,CU-1285,2023-08-26,true,100
CL-0858,CU-1286,2023-01-22,true,100
CL-0858,CU-1287,2022-10-05,false,26
CL-0859,CU-1288,2016-02-29,true,100
CL-0859,CU-1289,2017-12-27,false,75
CL-0860,CU-1289,2022-06-17,true,100
CL-0860,CU-1290,2020-07-26,false,30
CL-0861,CU-1291,2021-03-05,true,100
CL-0861,CU-1292,2016-11-10,false,59
CL-0862,CU-1292,2015-11-14,true,100
CL-0863,CU-1294,2018-04-03,true,100
CL-0864,CU-1295,2019-05-01,true,100
CL-0864,CU-1296,2021-02-20,false,35
CL-0865,CU-1297,2019-06-28,true,100
CL-0866,CU-1298,2019-03-18,true,100
CL-0867,CU-1300,2021-09-14,true,100
CL-0868,CU-1301,2015-01-17,true,100
CL-0868,CU-1302,2017-05-18,false,58
CL-0869,CU-1303,2022-03-16,true,100
CL-0869,CU-1304,2018-03-12,false,66
CL-0870,CU-1304,2017-08-02,true,100
CL-0870,CU-1305,2016-08-02,false,70
CL-0871,CU-1306,2017-06-10,true,100
CL-0872,CU-1307,2016-07-19,true,100
CL-0873,CU-1309,2016-10-12,true,100
CL-0873,CU-1310,2019-11-08,false,37
CL-0874,CU-1310,2021-03-28,true,100
CL-0874,CU-1311,2023-02-17,false,38
CL-0875,CU-1312,2020-09-29,true,100
CL-0875,CU-1313,2023-05-15,false,30
CL-0876,CU-1313,2018-10-26,true,100
CL-0877,CU-1315,2016-03-02,true,100
CL-0877,CU-1316,2018-04-17,false,46
CL-0878,CU-1316,2020-11-05,true,100
CL-0879,CU-1318,2021-01-26,true,100
CL-0879,CU-1319,2018-02-21,false,55
CL-0880,CU-1319,2021-11-07,true,100
CL-0880,CU-1320,2015-01-31,false,42
CL-0881,CU-1321,2020-03-22,true,100
CL-0881,CU-1322,2018-03-05,false,69
CL-0882,CU-1322,2019-12-19,true,100
CL-0883,CU-1324,2018-07-02,true,100
CL-0883,CU-1325,2017-05-29,false,42
CL-0884,CU-1325,2015-11-16,true,100
CL-0884,CU-1326,2015-01-15,false,47
CL-0885,CU-1327,2021-07-29,true,100
CL-0885,CU-1328,2018-05-11,false,67
CL-0886,CU-1328,2019-05-03,true,100
CL-0887,CU-1330,2017-01-17,true,100
CL-0887,CU-1331,2023-06-23,false,47
CL-0888,CU-1331,2016-12-24,true,100
CL-0889,CU-1333,2022-02-01,true,100
CL-0890,CU-1334,2018-01-03,true,100
CL-0891,CU-1336,2018-01-05,true,100
CL-0891,CU-1337,2022-06-07,false,59
CL-0892,CU-1337,2018-02-11,true,100
CL-0893,CU-1339,2016-05-01,true,100
CL-0893,CU-1340,2021-06-20,false,62
CL-0894,CU-1340,2018-07-31,true,100
CL-0894,CU-1341,2015-01-22,false,73
CL-0895,CU-1342,2020-05-31,true,100
CL-0895,CU-1343,2018-07-27,false,41
CL-0896,CU-1343,2016-07-12,true,100
CL-0896,CU-1344,2023-01-15,false,59
CL-0897,CU-1345,2023-05-05,true,100
CL-0898,CU-1346,2022-07-02,true,100
CL-0898,CU-1347,2020-01-20,false,26
CL-0899,CU-1348,2019-10-01,true,100
CL-0899,CU-1349,2016-12-29,false,47
CL-0900,CU-1349,2016-02-29,true,100
CL-0901,CU-1351,2016-12-10,true,100
CL-0901,CU-1352,2017-02-05,false,26
CL-0902,CU-1352,2017-03-10,true,100
CL-0902,CU-1353,2022-05-24,false,53
CL-0903,CU-1354,2016-05-26,true,100
CL-0903,CU-1355,2017-11-27,false,64
CL-0904,CU-1355,2021-02-22,true,100
CL-0904,CU-1356,2020-05-03,false,35
CL-0905,CU-1357,2020-10-22,true,100
CL-0905,CU-1358,2017-10-22,false,62
CL-0906,CU-1358,2019-10-26,true,100
CL-0907,CU-1360,2018-11-28,true,100
CL-0908,CU-1361,2020-10-26,true,100
CL-0909,CU-1363,2015-01-24,true,100
CL-0910,CU-1364,2023-06-06,true,100
CL-0910,CU-1365,2019-10-07,false,60
CL-0911,CU-1366,2023-03-02,true,100
CL-0912,CU-1367,2021-04-11,true,100
CL-0913,CU-1369,2020-09-14,true,100
CL-0914,CU-1370,2015-03-29,true,100
CL-0915,CU-1372,2022-03-12,true,100
CL-0915,CU-1373,2020-08-19,false,25
CL-0916,CU-1373,2016-12-01,true,100
CL-0917,CU-1375,2021-07-04,true,100
CL-0918,CU-1376,2018-12-30,true,100
CL-0919,CU-1378,2022-01-08,true,100
CL-0920,CU-1379,2015-01-17,true,100
CL-0921,CU-1381,2023-08-09,true,100
CL-0921,CU-1382,2016-08-13,false,37
CL-0922,CU-1382,2022-08-12,true,100
CL-0922,CU-1383,2017-11-27,false,56
CL-0923,CU-1384,2017-05-16,true,100
CL-0924,CU-1385,2023-03-09,true,100
CL-0925,CU-1387,2020-06-29,true,100
CL-0926,CU-1388,2021-08-03,true,100
CL-0927,CU-1390,2016-11-17,true,100
CL-0928,CU-1391,2015-12-22,true,100
CL-0928,CU-1392,2015-04-04,false,25
CL-0929,CU-1393,2016-11-24,true,100
CL-0930,CU-1394,2021-09-14,true,100
CL-0930,CU-1395,2021-04-18,false,33
CL-0931,CU-1396,2020-03-13,true,100
CL-0931,CU-1397,2021-06-01,false,75
CL-0932,CU-1397,2018-09-25,true,100
CL-0933,CU-1399,2017-05-17,true,100
CL-0933,CU-1400,2016-11-22,false,52
CL-0934,CU-1400,2017-08-08,true,100
CL-0935,CU-1402,2016-11-30,true,100
CL-0936,CU-1403,2015-07-21,true,100
CL-0936,CU-1404,2021-03-06,false,25
CL-0937,CU-1405,2020-04-23,true,100
CL-0937,CU-1406,2022-03-13,false,27
CL-0938,CU-1406,2017-08-12,true,100
CL-0939,CU-1408,2023-08-29,true,100
CL-0939,CU-1409,2020-12-27,false,31
CL-0940,CU-1409,2016-03-09,true,100
CL-0940,CU-1410,2023-10-29,false,47
CL-0941,CU-1411,2019-04-05,true,100
CL-0942,CU-1412,2016-08-30,true,100
CL-0942,CU-1413,2018-04-17,false,49
CL-0943,CU-1414,2020-09-04,true,100
CL-0944,CU-1415,2021-06-16,true,100
CL-0944,CU-1416,2016-10-24,false,68
CL-0945,CU-1417,2021-01-26,true,100
CL-0946,CU-1418,2016-04-24,true,100
CL-0946,CU-1419,2019-01-06,false,30
CL-0947,CU-1420,2016-07-28,true,100
CL-0948,CU-1421,2019-04-19,true,100
CL-0948,CU-1422,2015-07-06,false,26
CL-0949,CU-1423,2022-09-25,true,100
CL-0949,CU-1424,2018-04-01,false,61
CL-0950,CU-1424,2016-03-24,true,100
CL-0950,CU-1425,2016-02-26,false,74
CL-0951,CU-1426,2016-03-26,true,100
CL-0951,CU-1427,2019-03-09,false,62
CL-0952,CU-1427,2017-08-19,true,100
CL-0953,CU-1429,2018-04-26,true,100
CL-0953,CU-1430,2020-08-13,false,71
CL-0954,CU-1430,2017-10-13,true,100
CL-0954,CU-1431,2020-04-14,false,33
CL-0955,CU-1432,2021-11-18,true,100
CL-0955,CU-1433,2022-07-20,false,67
CL-0956,CU-1433,2023-06-19,true,100
CL-0957,CU-1435,2016-08-20,true,100
CL-0958,CU-1436,2021-10-02,true,100
CL-0958,CU-1437,2021-06-16,false,52
CL-0959,CU-1438,2020-11-04,true,100
CL-0959,CU-1439,2022-09-25,false,38
CL-0960,CU-1439,2023-07-11,true,100
CL-0960,CU-1440,2017-07-28,false,69
CL-0961,CU-1441,2021-04-30,true,100
CL-0962,CU-1442,2021-01-24,true,100
CL-0962,CU-1443,2022-05-28,false,52
CL-0963,CU-1444,2015-11-01,true,100
CL-0963,CU-1445,2018-10-05,false,44
CL-0964,CU-1445,2023-03-18,true,100
CL-0965,CU-1447,2022-07-20,true,100
CL-0965,CU-1448,2021-12-18,false,63
CL-0966,CU-1448,2020-06-09,true,100
CL-0966,CU-1449,2015-12-01,false,75
CL-0967,CU-1450,2019-12-05,true,100
CL-0967,CU-1451,2022-07-13,false,66
CL-0968,CU-1451,2015-07-31,true,100
CL-0968,CU-1452,2015-07-02,false,54
CL-0969,CU-1453,2021-09-24,true,100
CL-0970,CU-1454,2023-04-27,true,100
CL-0971,CU-1456,2017-08-09,true,100
CL-0972,CU-1457,2017-02-11,true,100
CL-0972,CU-1458,2017-06-15,false,50
CL-0973,CU-1459,2018-12-01,true,100
CL-0974,CU-1460,2016-04-13,true,100
CL-0975,CU-1462,2017-01-05,true,100
CL-0975,CU-1463,2017-04-07,false,42
CL-0976,CU-1463,2018-10-18,true,100
CL-0977,CU-1465,2019-03-08,true,100
CL-0978,CU-1466,2020-12-23,true,100
CL-0978,CU-1467,2023-02-03,false,59
CL-0979,CU-1468,2019-09-19,true,100
CL-0979,CU-1469,2017-10-11,false,32
CL-0980,CU-1469,2022-06-23,true,100
CL-0980,CU-1470,2017-06-25,false,59
CL-0981,CU-1471,2015-08-20,true,100
CL-0981,CU-1472,2019-03-18,false,32
CL-0982,CU-1472,2018-11-05,true,100
CL-0983,CU-1474,2016-08-20,true,100
CL-0983,CU-1475,2016-04-19,false,32
CL-0984,CU-1475,2021-11-11,true,100
CL-0984,CU-1476,2017-11-17,false,63
CL-0985,CU-1477,2021-12-30,true,100
CL-0986,CU-1478,2023-02-18,true,100
CL-0987,CU-1480,2018-08-25,true,100
CL-0987,CU-1481,2022-07-13,false,62
CL-0988,CU-1481,2016-04-26,true,100
CL-0988,CU-1482,2020-05-03,false,38
CL-0989,CU-1483,2019-06-02,true,100
CL-0990,CU-1484,2019-09-29,true,100
CL-0990,CU-1485,2018-06-05,false,60
CL-0991,CU-1486,2018-02-15,true,100
CL-0992,CU-1487,2015-12-28,true,100
CL-0993,CU-1489,2023-11-06,true,100
CL-0994,CU-1490,2017-12-16,true,100
CL-0994,CU-1491,2015-04-06,false,73
CL-0995,CU-1492,2022-11-06,true,100
CL-0996,CU-1493,2021-05-10,true,100
CL-0997,CU-1495,2016-04-24,true,100
CL-0998,CU-1496,2015-01-20,true,100
CL-0999,CU-1498,2017-10-12,true,100
CL-0999,CU-1499,2021-03-24,false,35
CL-1000,CU-1499,2018-01-26,true,100
