transaccionId,monto,fecha,descripcion,estado,esSospechosa,canal,moneda,categoriaGasto,horaLocal
TX-01251,15871.42,2024-01-19,Molestias sed praesentium magni ratione.,aprobada,false,transferencia,GTQ,retiro_efectivo,23
TX-01252,13029.22,2023-12-21,Deleniti consequuntur praesentium sapiente.,pendiente,false,ATM,GTQ,ropa,21
TX-01253,17572.55,2023-05-15,Voluptatum similique vitae.,rechazada,false,app_movil,GTQ,transferencia,22
TX-01254,4794.61,2023-12-24,Recusandae at ipsum ratione eos.,aprobada,false,app_movil,USD,servicios,3
TX-01255,16416.52,2023-01-02,Esse rem quidem.,aprobada,false,app_movil,GTQ,ropa,4
TX-01256,11402.74,2024-09-02,Deserunt quod.,aprobada,false,app_movil,USD,educacion,9
TX-01257,831.0,2023-11-25,Facilis quidem quasi.,pendiente,false,ATM,GTQ,alimentacion,17
TX-01258,37711.94,2023-04-21,Tenetur ducimus.,aprobada,false,ATM,GTQ,alimentacion,23
TX-01259,12154.39,2023-12-17,Cumque exercitationem voluptatum eos.,revertida,false,transferencia,GTQ,transferencia,15
TX-01260,37952.71,2024-10-11,Iure saepe.,aprobada,false,POS,USD,salud,7
TX-01261,43997.78,2023-05-26,Earum repellendus possimus ex nemo.,pendiente,false,transferencia,GTQ,ropa,5
TX-01262,17316.13,2024-01-27,Animi consequatur repellendus veniam.,aprobada,false,online,USD,retiro_efectivo,22
TX-01263,19234.23,2023-12-20,Iure tempore quas.,aprobada,false,app_movil,USD,servicios,11
TX-01264,29718.98,2024-09-08,Quos consequatur cum neque.,aprobada,false,ATM,GTQ,educacion,7
TX-01265,34105.11,2023-03-23,Sit rerum.,aprobada,false,POS,USD,retiro_efectivo,18
TX-01266,22000.15,2023-07-11,Illum sint eligendi perspiciatis nemo.,aprobada,false,app_movil,USD,retiro_efectivo,17
TX-01267,42325.63,2023-12-15,Nihil officia eligendi nesciunt.,pendiente,false,POS,GTQ,retiro_efectivo,21
TX-01268,9936.86,2024-11-29,Natus eaque dolores.,aprobada,false,app_movil,USD,retiro_efectivo,16
TX-01269,31561.82,2024-08-25,Suscipit deserunt suscipit.,aprobada,false,app_movil,USD,retiro_efectivo,11
TX-01270,37686.7,2023-12-16,Nesciunt accusantium nam.,aprobada,false,POS,USD,entretenimiento,14
TX-01271,23393.22,2023-08-03,Tempora est aliquam itaque aliquam.,aprobada,false,app_movil,USD,servicios,20
TX-01272,25383.64,2024-01-01,Vel dolores occaecati.,aprobada,false,transferencia,GTQ,ropa,20
TX-01273,43535.53,2024-11-11,Fugiat odit.,aprobada,false,transferencia,GTQ,servicios,17
TX-01274,12611.64,2024-08-22,Molestias quam reprehenderit sapiente.,aprobada,false,ATM,USD,servicios,1
TX-01275,1053.28,2024-02-13,Eveniet sed nemo est quibusdam.,revertida,false,ATM,USD,retiro_efectivo,18
TX-01276,30697.74,2023-02-12,Harum saepe suscipit iure expedita.,aprobada,false,app_movil,GTQ,educacion,6
TX-01277,34106.53,2023-08-30,Corporis similique unde culpa laborum.,rechazada,false,online,GTQ,transferencia,0
TX-01278,31210.89,2024-11-19,Eos et error.,aprobada,false,transferencia,GTQ,transporte,20
TX-01279,24419.98,2023-07-04,Occaecati facilis vero.,aprobada,false,ATM,GTQ,transporte,12
TX-01280,12641.21,2023-05-09,Numquam incidunt ipsam laudantium numquam.,aprobada,false,transferencia,USD,transporte,20
TX-01281,33117.74,2023-10-09,Quae perferendis esse molestias.,revertida,false,app_movil,GTQ,alimentacion,13
TX-01282,17334.92,2024-03-29,Non exercitationem numquam id.,aprobada,false,transferencia,GTQ,ropa,7
TX-01283,12405.77,2024-12-02,Assumenda ratione aspernatur.,aprobada,false,POS,USD,salud,17
TX-01284,36828.16,2023-03-23,Numquam similique.,aprobada,false,POS,GTQ,retiro_efectivo,2
TX-01285,7925.32,2024-08-05,Nemo corporis iure.,aprobada,false,POS,USD,alimentacion,10
TX-01286,3482.58,2024-01-28,Dicta harum provident molestias.,rechazada,false,app_movil,USD,educacion,9
TX-01287,18895.66,2023-10-31,Dolore odio quaerat illum.,aprobada,false,POS,GTQ,salud,17
TX-01288,10620.87,2023-11-04,Quibusdam impedit repellat.,aprobada,false,app_movil,GTQ,educacion,4
TX-01289,1916.46,2023-02-19,Ab pariatur non similique.,revertida,false,app_movil,USD,alimentacion,3
TX-01290,45395.28,2024-06-25,Rerum animi atque.,aprobada,false,ATM,GTQ,transferencia,15
TX-01291,27173.76,2023-02-10,Ipsa eveniet fugiat magnam tempore.,aprobada,false,online,GTQ,entretenimiento,3
TX-01292,33038.54,2024-04-27,Esse dignissimos tempora.,rechazada,false,POS,GTQ,retiro_efectivo,16
TX-01293,4760.59,2023-03-04,At officiis repellat laboriosam autem.,aprobada,false,POS,USD,viajes,20
TX-01294,16558.8,2024-10-06,Iure aspernatur ipsum maiores.,aprobada,false,app_movil,GTQ,ropa,23
TX-01295,40279.75,2023-08-19,Ipsa id eveniet dolore.,aprobada,false,POS,GTQ,servicios,7
TX-01296,29457.63,2023-10-14,Iure modi reprehenderit.,pendiente,false,online,USD,transferencia,20
TX-01297,38049.96,2024-09-25,Nesciunt atque vel.,revertida,false,POS,GTQ,salud,18
TX-01298,14124.9,2024-02-16,Amet dicta.,aprobada,false,app_movil,GTQ,salud,16
TX-01299,14457.73,2023-08-08,Velit et.,rechazada,false,transferencia,GTQ,salud,0
TX-01300,8713.12,2024-04-19,Adipisci possimus.,aprobada,false,transferencia,USD,alimentacion,17
TX-01301,17482.2,2023-09-26,Et pariatur dolorum voluptatem.,aprobada,false,app_movil,GTQ,salud,14
TX-01302,40249.12,2024-12-29,Molestias incidunt.,rechazada,false,transferencia,GTQ,viajes,13
TX-01303,4042.61,2024-04-27,Ratione officia recusandae itaque itaque.,aprobada,false,ATM,USD,entretenimiento,10
TX-01304,9631.03,2023-12-24,Accusamus tempore tenetur officia.,rechazada,false,ATM,GTQ,transporte,1
TX-01305,47833.28,2024-12-02,Temporibus molestias quasi sunt sint.,aprobada,false,ATM,GTQ,alimentacion,12
TX-01306,45902.05,2024-07-20,Ea tempora.,aprobada,false,POS,USD,alimentacion,23
TX-01307,21467.62,2024-12-12,Quos molestiae accusamus quas.,aprobada,false,transferencia,GTQ,entretenimiento,22
TX-01308,15136.23,2024-12-19,Illum aliquid laboriosam.,rechazada,false,transferencia,USD,alimentacion,0
TX-01309,41448.3,2024-04-20,Eveniet numquam at.,aprobada,false,online,USD,entretenimiento,21
TX-01310,5359.81,2024-02-19,Sed quibusdam iste quia.,aprobada,false,ATM,GTQ,alimentacion,14
TX-01311,43605.12,2024-03-01,Ea accusantium quasi.,aprobada,false,POS,USD,salud,21
TX-01312,16697.95,2024-03-04,Debitis nam hic.,pendiente,false,ATM,GTQ,servicios,2
TX-01313,38243.83,2024-02-09,Placeat laborum veritatis.,aprobada,false,POS,GTQ,retiro_efectivo,14
TX-01314,49605.01,2023-11-11,Accusantium voluptas aliquam doloremque reprehenderit.,aprobada,false,online,GTQ,servicios,13
TX-01315,41997.08,2024-03-13,Dignissimos est facilis saepe.,pendiente,false,online,GTQ,ropa,19
TX-01316,48850.5,2023-12-18,Id illo rerum doloremque.,aprobada,false,app_movil,GTQ,servicios,9
TX-01317,29151.25,2024-08-06,Libero officiis.,aprobada,false,app_movil,GTQ,servicios,17
TX-01318,41483.08,2024-01-18,Quo consequatur.,aprobada,false,ATM,GTQ,viajes,21
TX-01319,32544.16,2024-11-03,Adipisci officia aspernatur.,aprobada,false,ATM,GTQ,alimentacion,21
TX-01320,17653.37,2024-10-23,Cumque magnam accusamus distinctio saepe.,aprobada,false,POS,USD,servicios,19
TX-01321,32210.24,2023-04-10,Unde vero cupiditate aspernatur vero.,rechazada,false,POS,GTQ,viajes,11
TX-01322,11187.6,2024-10-28,Tempora magnam.,aprobada,false,ATM,GTQ,servicios,4
TX-01323,3774.34,2023-04-04,At ea nostrum.,aprobada,false,transferencia,GTQ,transferencia,13
TX-01324,34239.4,2023-08-24,Iure necessitatibus doloremque.,revertida,false,online,GTQ,retiro_efectivo,21
TX-01325,6293.99,2024-11-30,Est ullam adipisci pariatur.,rechazada,false,POS,USD,alimentacion,12
TX-01326,38199.52,2023-03-31,Nemo placeat dolor exercitationem quasi.,aprobada,false,transferencia,GTQ,viajes,23
TX-01327,48519.32,2024-08-12,Qui culpa laboriosam.,aprobada,false,ATM,GTQ,ropa,0
TX-01328,13160.3,2023-07-24,Est porro voluptate ipsa placeat.,pendiente,false,transferencia,GTQ,transferencia,6
TX-01329,21761.58,2023-03-04,Eaque repudiandae ipsum id.,aprobada,false,ATM,GTQ,retiro_efectivo,10
TX-01330,45957.74,2023-09-12,Asperiores reiciendis officia eligendi nihil.,aprobada,false,transferencia,GTQ,entretenimiento,20
TX-01331,35194.56,2024-04-19,Deserunt amet cupiditate nisi.,aprobada,false,online,GTQ,transporte,3
TX-01332,14518.62,2023-01-22,Exercitationem possimus.,rechazada,false,app_movil,GTQ,educacion,23
TX-01333,32017.62,2023-05-24,Corporis ipsa veritatis quas.,aprobada,false,ATM,GTQ,salud,19
TX-01334,1218.81,2024-10-15,Et nisi.,aprobada,false,transferencia,GTQ,ropa,15
TX-01335,35480.75,2023-02-11,Unde expedita sequi.,aprobada,false,ATM,GTQ,ropa,17
TX-01336,7001.39,2024-05-03,Repudiandae eligendi similique necessitatibus.,aprobada,false,ATM,USD,salud,12
TX-01337,26065.28,2023-05-14,Libero mollitia non necessitatibus asperiores.,aprobada,false,ATM,GTQ,retiro_efectivo,10
TX-01338,11154.82,2023-01-08,Optio voluptate velit iste molestias.,pendiente,false,app_movil,GTQ,transporte,12
TX-01339,46002.21,2024-04-23,Quis ipsum molestias quidem.,aprobada,false,online,GTQ,entretenimiento,8
TX-01340,20052.76,2024-09-17,Sit excepturi.,rechazada,false,ATM,GTQ,ropa,9
TX-01341,29639.99,2023-03-10,Dolores blanditiis voluptatum.,pendiente,false,POS,GTQ,transporte,13
TX-01342,34386.83,2023-05-28,Ipsam atque explicabo.,aprobada,false,ATM,GTQ,educacion,11
TX-01343,35587.51,2023-12-01,Suscipit aliquid saepe cupiditate expedita.,aprobada,false,app_movil,GTQ,alimentacion,0
TX-01344,34150.68,2024-12-27,Rerum voluptatum quasi.,aprobada,false,app_movil,GTQ,alimentacion,8
TX-01345,26738.73,2024-06-14,In quas atque minima.,aprobada,false,app_movil,GTQ,salud,9
TX-01346,8948.23,2024-03-22,Consectetur recusandae provident vero.,aprobada,false,ATM,GTQ,retiro_efectivo,3
TX-01347,30336.32,2024-07-07,Aspernatur quod rem.,rechazada,false,ATM,GTQ,entretenimiento,11
TX-01348,14354.01,2024-07-08,Corrupti provident.,pendiente,false,online,GTQ,viajes,4
TX-01349,40348.22,2023-11-13,Atque esse.,pendiente,false,ATM,GTQ,viajes,11
TX-01350,20375.12,2023-09-26,Totam corrupti.,aprobada,false,online,GTQ,transferencia,9
TX-01351,4999.85,2024-11-20,Modi sapiente molestiae.,aprobada,false,POS,USD,salud,20
TX-01352,8479.29,2024-08-13,Ab provident atque reiciendis.,aprobada,false,POS,GTQ,salud,20
TX-01353,12527.54,2024-07-27,Voluptatibus nam provident.,pendiente,false,online,USD,alimentacion,16
TX-01354,23746.55,2023-05-19,Adipisci exercitationem fugit incidunt voluptatibus.,aprobada,false,ATM,USD,servicios,14
TX-01355,32362.26,2023-12-13,Quos placeat.,aprobada,false,online,GTQ,transferencia,12
TX-01356,34060.62,2023-10-16,Minus ad ipsam praesentium.,aprobada,false,transferencia,GTQ,transferencia,3
TX-01357,45608.14,2023-01-03,Nihil placeat id aspernatur.,pendiente,false,online,GTQ,alimentacion,0
TX-01358,36683.89,2023-06-20,Ex vitae reprehenderit.,rechazada,false,transferencia,GTQ,alimentacion,19
TX-01359,30255.04,2024-02-03,Iure autem.,rechazada,false,online,GTQ,educacion,3
TX-01360,23234.53,2023-09-15,Id repellendus sed.,aprobada,false,transferencia,GTQ,viajes,7
TX-01361,48308.95,2024-06-21,Ex hic quia possimus cum.,aprobada,false,transferencia,GTQ,entretenimiento,14
TX-01362,20994.88,2024-02-28,Sequi illum quae dolore.,aprobada,false,app_movil,GTQ,alimentacion,10
TX-01363,27192.06,2024-11-16,Ducimus modi quas libero eveniet.,aprobada,false,online,USD,retiro_efectivo,18
TX-01364,356.27,2023-09-11,Occaecati necessitatibus corporis voluptatibus.,rechazada,false,transferencia,GTQ,ropa,0
TX-01365,7697.28,2024-02-11,Ea sapiente fuga vel est.,pendiente,false,app_movil,USD,servicios,17
TX-01366,45418.44,2023-07-15,Aliquid architecto eaque.,aprobada,false,ATM,GTQ,transporte,1
TX-01367,44982.68,2024-03-10,Nisi iure beatae.,aprobada,false,transferencia,GTQ,entretenimiento,2
TX-01368,29519.97,2024-01-23,Quod nam enim eius.,pendiente,false,ATM,USD,viajes,22
TX-01369,3464.03,2024-12-14,Repudiandae dolorem molestias sapiente.,aprobada,false,online,GTQ,transferencia,8
TX-01370,140.39,2024-11-26,Atque laborum expedita.,revertida,false,POS,USD,servicios,14
TX-01371,8341.5,2024-12-12,Veniam optio modi.,aprobada,false,transferencia,GTQ,entretenimiento,21
TX-01372,16613.31,2023-09-01,Magnam sunt inventore adipisci.,aprobada,false,app_movil,GTQ,entretenimiento,6
TX-01373,27976.69,2024-10-14,Fugit laboriosam.,aprobada,false,app_movil,USD,servicios,6
TX-01374,16197.0,2024-09-15,Asperiores alias natus libero.,aprobada,false,online,GTQ,transferencia,19
TX-01375,17979.23,2024-06-21,Eius eveniet beatae.,aprobada,false,ATM,GTQ,servicios,7
TX-01376,32476.45,2023-09-26,Corrupti occaecati esse.,rechazada,false,ATM,GTQ,salud,16
TX-01377,44375.41,2023-03-25,Illum doloremque.,aprobada,false,transferencia,GTQ,alimentacion,3
TX-01378,18290.27,2023-01-19,Ea velit.,aprobada,false,transferencia,GTQ,entretenimiento,15
TX-01379,35981.55,2024-09-07,Accusantium nobis nobis tempore.,aprobada,false,POS,GTQ,alimentacion,8
TX-01380,3233.57,2024-04-24,Odit maiores repellendus.,revertida,false,transferencia,GTQ,entretenimiento,9
TX-01381,29793.97,2024-06-04,Excepturi hic ratione debitis.,aprobada,false,ATM,GTQ,transporte,14
TX-01382,4053.05,2023-03-14,Minima corporis vero possimus.,aprobada,false,online,GTQ,transferencia,17
TX-01383,8095.23,2023-10-14,Qui similique est sed eaque.,revertida,false,app_movil,GTQ,retiro_efectivo,20
TX-01384,29349.37,2023-02-13,Accusantium necessitatibus.,aprobada,false,app_movil,USD,transferencia,8
TX-01385,27635.83,2024-06-13,Voluptas rem nisi eius dolore.,rechazada,false,app_movil,USD,ropa,5
TX-01386,32842.74,2023-01-22,Recusandae amet excepturi.,aprobada,false,POS,USD,retiro_efectivo,15
TX-01387,22846.99,2023-01-22,Quasi nemo nam libero.,aprobada,false,POS,GTQ,servicios,11
TX-01388,33222.62,2023-11-26,Inventore laborum molestiae fugit.,aprobada,false,ATM,GTQ,entretenimiento,21
TX-01389,16515.49,2024-12-15,Explicabo omnis atque incidunt.,aprobada,false,transferencia,USD,viajes,4
TX-01390,21223.13,2024-09-06,Architecto nostrum.,aprobada,false,transferencia,USD,alimentacion,8
TX-01391,6394.41,2023-08-05,Aliquid quidem maiores.,aprobada,false,transferencia,GTQ,entretenimiento,3
TX-01392,31037.69,2024-11-30,Ipsum delectus cum sequi.,aprobada,false,ATM,GTQ,servicios,9
TX-01393,48654.93,2023-12-20,Beatae modi ad.,aprobada,false,POS,GTQ,alimentacion,4
TX-01394,15420.18,2023-10-03,Eius pariatur facilis autem.,aprobada,false,app_movil,USD,alimentacion,4
TX-01395,34457.91,2023-06-13,Consequuntur dolore repellat.,aprobada,false,online,USD,retiro_efectivo,15
TX-01396,19323.08,2023-02-25,Beatae dolor.,aprobada,false,online,USD,retiro_efectivo,14
TX-01397,33471.46,2024-09-09,Unde blanditiis aliquid.,aprobada,false,app_movil,GTQ,transferencia,4
TX-01398,35808.68,2024-03-03,Reprehenderit occaecati.,aprobada,false,POS,GTQ,servicios,1
TX-01399,727.81,2023-09-28,Id ea eum nobis eligendi.,aprobada,false,POS,USD,entretenimiento,16
TX-01400,9745.84,2023-11-20,Nihil aut eaque recusandae.,aprobada,false,ATM,USD,transferencia,5
TX-01401,12467.13,2024-03-19,Voluptatem facilis doloribus nam ducimus.,aprobada,false,online,USD,entretenimiento,14
TX-01402,17217.67,2024-04-05,Hic illum occaecati dolorum.,pendiente,false,app_movil,GTQ,ropa,12
TX-01403,20686.93,2023-11-28,Maxime voluptate.,aprobada,false,online,USD,retiro_efectivo,16
TX-01404,13375.99,2024-05-27,Minus sed quo.,aprobada,false,app_movil,GTQ,entretenimiento,12
TX-01405,23654.01,2023-08-18,Facere voluptatem inventore a animi.,aprobada,false,online,GTQ,alimentacion,16
TX-01406,20266.42,2023-09-29,Nihil fugiat ea.,aprobada,false,online,GTQ,salud,8
TX-01407,25490.66,2023-05-20,Magnam nihil quod.,aprobada,false,app_movil,GTQ,retiro_efectivo,19
TX-01408,14339.36,2023-05-02,Cum omnis quibusdam.,aprobada,false,app_movil,GTQ,educacion,0
TX-01409,37262.01,2023-08-06,Neque quae error.,aprobada,false,online,USD,servicios,21
TX-01410,32441.51,2023-03-09,Officia tempore ut placeat itaque.,aprobada,false,transferencia,GTQ,transferencia,10
TX-01411,26745.5,2024-03-27,Corporis suscipit totam.,aprobada,false,POS,USD,ropa,6
TX-01412,28196.76,2023-06-17,Corrupti a voluptate.,aprobada,false,online,GTQ,retiro_efectivo,10
TX-01413,44226.3,2024-10-25,Culpa dolore doloremque fuga.,pendiente,false,ATM,GTQ,transporte,7
TX-01414,42358.82,2024-04-18,Excepturi quaerat distinctio labore.,aprobada,false,transferencia,USD,transporte,14
TX-01415,34680.25,2024-03-28,Eius quia tempora.,aprobada,false,POS,GTQ,servicios,22
TX-01416,2589.58,2023-09-28,Delectus voluptas nesciunt recusandae mollitia.,aprobada,false,ATM,GTQ,alimentacion,12
TX-01417,30184.7,2024-03-25,Impedit mollitia minus quidem aliquid.,rechazada,false,transferencia,GTQ,educacion,10
TX-01418,38485.03,2024-04-26,Quibusdam dicta beatae illo.,aprobada,false,app_movil,GTQ,transferencia,18
TX-01419,19527.88,2024-06-13,Asperiores quis unde blanditiis.,aprobada,false,online,GTQ,salud,15
TX-01420,19554.21,2023-04-03,Iste officiis.,aprobada,false,app_movil,USD,retiro_efectivo,2
TX-01421,15363.31,2023-11-20,Nemo corrupti maiores odio quod.,aprobada,false,app_movil,GTQ,alimentacion,12
TX-01422,39472.87,2024-02-29,Labore vitae aspernatur tempora distinctio.,aprobada,false,ATM,GTQ,entretenimiento,2
TX-01423,36805.4,2024-10-17,Eos iste.,aprobada,false,app_movil,USD,ropa,18
TX-01424,49641.48,2023-01-21,Provident dolor illo recusandae sit.,aprobada,false,POS,GTQ,servicios,4
TX-01425,49749.21,2024-06-28,At nesciunt.,aprobada,false,ATM,USD,educacion,20
TX-01426,26892.24,2024-03-28,Accusamus nesciunt vel tempore in.,pendiente,false,transferencia,GTQ,ropa,11
TX-01427,8536.79,2024-06-12,Aliquam itaque minima eum.,aprobada,false,POS,GTQ,alimentacion,20
TX-01428,43342.35,2023-04-22,Sint quas facilis et.,aprobada,false,ATM,USD,salud,14
TX-01429,8560.75,2023-08-30,Perspiciatis saepe itaque.,aprobada,false,online,USD,educacion,3
TX-01430,8830.29,2024-01-14,Perspiciatis ut molestias fuga corporis.,aprobada,false,ATM,GTQ,alimentacion,6
TX-01431,17382.97,2024-05-26,Inventore cumque itaque.,revertida,false,ATM,GTQ,transporte,9
TX-01432,23266.82,2023-08-01,Reiciendis eligendi illum.,rechazada,false,ATM,GTQ,educacion,22
TX-01433,10066.08,2024-05-22,Ducimus earum.,aprobada,false,transferencia,USD,entretenimiento,13
TX-01434,31701.08,2023-02-04,Consequatur blanditiis.,aprobada,false,app_movil,GTQ,transporte,8
TX-01435,39060.95,2024-05-11,Consequatur voluptas.,aprobada,false,app_movil,GTQ,educacion,0
TX-01436,33989.38,2023-01-03,Vel velit eius.,aprobada,false,ATM,GTQ,viajes,8
TX-01437,36230.81,2024-02-12,Nihil maxime unde repudiandae.,revertida,false,ATM,GTQ,viajes,7
TX-01438,33201.85,2024-05-22,Similique nostrum repudiandae accusamus.,aprobada,false,transferencia,GTQ,entretenimiento,17
TX-01439,36057.47,2023-04-01,Exercitationem odit iure.,aprobada,false,POS,GTQ,salud,11
TX-01440,6544.02,2023-07-22,Et deleniti fuga deleniti.,pendiente,false,POS,GTQ,retiro_efectivo,15
TX-01441,37224.62,2024-11-05,Ratione ea culpa non.,aprobada,false,online,GTQ,ropa,23
TX-01442,44182.35,2023-05-26,Id placeat dolorem.,aprobada,false,POS,USD,salud,20
TX-01443,43863.54,2023-09-20,Voluptatibus perspiciatis.,aprobada,false,app_movil,GTQ,ropa,4
TX-01444,2282.47,2024-02-20,Veritatis excepturi adipisci officia.,pendiente,false,online,USD,transporte,7
TX-01445,223.35,2024-01-10,Quod illo ab maxime.,revertida,false,transferencia,GTQ,transferencia,0
TX-01446,8264.87,2023-10-02,Ipsam earum perferendis ipsa.,aprobada,false,online,GTQ,servicios,20
TX-01447,28124.82,2024-11-11,Repellendus pariatur optio quis.,aprobada,false,online,GTQ,ropa,13
TX-01448,12000.67,2024-01-15,Doloribus sapiente dolorum.,aprobada,false,online,GTQ,transporte,12
TX-01449,13039.15,2023-08-03,Voluptates iusto.,aprobada,false,ATM,GTQ,servicios,17
TX-01450,28031.7,2023-02-14,Neque enim animi magni.,aprobada,false,app_movil,USD,ropa,18
TX-01451,45372.91,2023-01-04,Voluptatum harum fugiat ipsum.,aprobada,false,ATM,GTQ,entretenimiento,6
TX-01452,28904.47,2023-10-23,Animi quisquam totam temporibus.,aprobada,false,app_movil,GTQ,educacion,0
TX-01453,5138.47,2023-11-19,Laboriosam perferendis adipisci eveniet.,aprobada,false,online,GTQ,viajes,0
TX-01454,39090.64,2024-06-12,Quis rem.,aprobada,false,app_movil,GTQ,transferencia,11
TX-01455,19892.24,2024-07-01,Sint reprehenderit neque voluptatem harum.,aprobada,false,POS,USD,transferencia,20
TX-01456,10105.76,2023-10-24,Possimus modi rem optio.,aprobada,false,ATM,GTQ,educacion,5
TX-01457,11961.53,2023-03-07,Ab libero rerum sunt.,aprobada,false,POS,GTQ,alimentacion,12
TX-01458,41908.01,2023-04-14,Soluta quisquam error repudiandae.,rechazada,false,transferencia,USD,salud,15
TX-01459,29590.84,2024-11-18,Rem non.,aprobada,false,ATM,USD,transporte,10
TX-01460,48795.88,2023-06-07,Aut est reiciendis autem officia.,rechazada,false,ATM,GTQ,transporte,1
TX-01461,7894.18,2024-02-26,Excepturi hic occaecati.,aprobada,false,ATM,GTQ,transporte,6
TX-01462,14385.36,2023-12-04,Sapiente iure.,aprobada,false,ATM,GTQ,entretenimiento,20
TX-01463,8548.77,2023-09-03,Neque doloribus labore.,aprobada,false,transferencia,GTQ,salud,4
TX-01464,1371.2,2023-07-15,Fugiat iure nulla ullam.,aprobada,false,POS,GTQ,retiro_efectivo,0
TX-01465,32968.11,2023-06-14,Consectetur ipsum.,pendiente,false,ATM,GTQ,salud,17
TX-01466,28363.05,2023-08-27,Beatae animi placeat fugiat doloribus.,aprobada,false,transferencia,GTQ,entretenimiento,15
TX-01467,31814.53,2024-05-11,Sapiente consequuntur inventore.,aprobada,false,app_movil,USD,entretenimiento,3
TX-01468,20400.86,2024-05-14,Neque asperiores.,aprobada,false,transferencia,USD,educacion,8
TX-01469,43411.34,2024-04-14,A doloremque reprehenderit dolorem quia.,aprobada,false,transferencia,GTQ,ropa,19
TX-01470,183.77,2023-07-13,Molestiae reiciendis aliquid unde.,aprobada,false,POS,GTQ,servicios,8
TX-01471,12306.73,2023-09-01,Doloremque et quasi perferendis perferendis.,aprobada,false,POS,GTQ,entretenimiento,12
TX-01472,36068.83,2023-12-09,Pariatur eveniet corrupti est.,aprobada,false,ATM,GTQ,entretenimiento,3
TX-01473,46626.7,2023-07-22,Explicabo illum cumque.,aprobada,false,app_movil,GTQ,transferencia,23
TX-01474,33428.86,2024-08-08,Cumque eos velit recusandae.,aprobada,false,online,GTQ,servicios,19
TX-01475,36316.84,2023-07-06,Voluptates beatae animi.,rechazada,false,ATM,GTQ,salud,17
TX-01476,13975.37,2023-06-20,Magni veniam quos.,pendiente,false,ATM,GTQ,entretenimiento,2
TX-01477,42708.68,2023-07-21,Accusantium consequuntur ut.,aprobada,false,ATM,GTQ,transporte,16
TX-01478,36096.31,2023-08-11,Ea ullam.,aprobada,false,online,GTQ,alimentacion,5
TX-01479,1380.05,2024-08-17,Vitae error saepe.,aprobada,false,app_movil,USD,educacion,21
TX-01480,34375.08,2023-10-12,Quidem minus aut dolorem.,pendiente,false,POS,GTQ,entretenimiento,23
TX-01481,29517.25,2023-06-08,Nam voluptate hic commodi.,aprobada,false,ATM,GTQ,ropa,5
TX-01482,33270.46,2024-10-22,Officiis sint.,aprobada,false,POS,GTQ,transferencia,16
TX-01483,13984.3,2023-06-10,Consectetur praesentium repellat.,aprobada,false,online,GTQ,transferencia,1
TX-01484,47723.22,2023-10-13,Occaecati ullam facilis tempora exercitationem.,aprobada,false,ATM,GTQ,salud,20
TX-01485,44243.1,2023-08-28,Dolores nulla itaque.,rechazada,false,transferencia,GTQ,retiro_efectivo,23
TX-01486,39390.31,2023-03-23,Perspiciatis magni optio.,aprobada,false,transferencia,USD,transferencia,11
TX-01487,28969.5,2023-10-02,Nemo magni perspiciatis velit magnam.,aprobada,false,ATM,GTQ,servicios,1
TX-01488,25443.26,2023-07-09,Delectus fugiat porro ea.,aprobada,false,online,GTQ,servicios,1
TX-01489,34910.16,2023-07-15,Voluptate voluptas id natus.,aprobada,false,ATM,GTQ,servicios,23
TX-01490,27882.09,2024-09-09,Debitis impedit vel architecto molestias.,aprobada,false,app_movil,USD,retiro_efectivo,2
TX-01491,22824.48,2024-04-22,Asperiores sint labore perferendis similique.,rechazada,false,app_movil,USD,ropa,21
TX-01492,13451.17,2023-09-13,Animi nesciunt amet nisi ducimus.,aprobada,false,transferencia,USD,viajes,3
TX-01493,31904.87,2024-01-26,Culpa eaque.,rechazada,false,POS,GTQ,entretenimiento,17
TX-01494,8643.9,2023-05-14,Eius odio hic commodi.,aprobada,false,POS,GTQ,ropa,23
TX-01495,5174.14,2023-04-24,Officiis quia.,rechazada,false,online,USD,alimentacion,20
TX-01496,36945.83,2023-07-02,Dolorum harum non.,pendiente,false,online,GTQ,transporte,11
TX-01497,21049.84,2024-10-22,Quod sapiente porro.,aprobada,false,app_movil,GTQ,transferencia,14
TX-01498,15660.65,2024-02-16,Sequi doloremque adipisci vitae.,rechazada,false,POS,GTQ,alimentacion,23
TX-01499,8534.56,2023-10-23,Qui ex.,aprobada,false,app_movil,USD,ropa,8
TX-01500,21514.47,2023-10-05,Illo optio quidem.,rechazada,false,ATM,USD,salud,0
TX-01501,3366.95,2023-08-14,Ullam est dignissimos praesentium rerum.,aprobada,false,app_movil,GTQ,alimentacion,20
TX-01502,3569.08,2023-06-02,Distinctio sequi eum excepturi.,aprobada,false,ATM,USD,educacion,15
TX-01503,30438.75,2023-12-10,Dolores ipsa vel provident.,aprobada,false,POS,GTQ,viajes,1
TX-01504,45685.1,2024-01-09,Exercitationem eos modi.,aprobada,false,POS,GTQ,transporte,19
TX-01505,49569.93,2023-06-17,Consectetur optio beatae.,aprobada,false,ATM,USD,viajes,5
TX-01506,21906.99,2024-04-19,Amet quae neque quis modi.,aprobada,false,app_movil,GTQ,servicios,9
TX-01507,14097.69,2024-06-02,Et voluptate similique reprehenderit laudantium.,aprobada,false,app_movil,GTQ,salud,9
